id,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking,lat,long,security,transport,health,education
18718,50,2,1,0,199999,4000,0,0,0,1,0,40.458082,-3.702603,0,32,13,0
18717,52,0,1,0,129000,2481,0,0,0,1,1,40.460243,-3.707764,0,32,13,0
18716,120,4,3,2,530000,4417,1,0,1,1,0,40.450961,-3.697649,0,106,29,1
18715,39,1,1,4,138000,3538,0,0,0,1,0,40.453865,-3.70765,0,60,12,5
18714,73,2,1,7,449000,6151,0,0,1,1,0,40.447837,-3.696306,0,106,29,1
18713,75,1,1,1,370000,4933,0,0,1,1,0,40.452145,-3.69495,0,106,29,1
18711,125,7,2,3,430000,3440,0,0,1,0,0,40.45639,-3.707836,0,60,12,5
18709,155,4,2,0,210000,1355,0,0,0,1,0,40.467499,-3.704545,2,49,12,2
18708,156,3,2,2,725000,4647,0,0,1,1,0,40.45224,-3.69628,0,106,29,1
18707,60,2,1,3,199500,3325,0,0,0,1,1,40.452927,-3.709041,0,60,12,5
18705,53,1,1,2,189465,3575,0,1,1,1,1,40.468549,-3.706488,2,49,12,2
18702,100,2,2,0,390000,3900,1,0,1,0,0,40.453741,-3.696835,0,106,29,1
18701,57,2,1,0,184000,3228,0,0,0,1,0,40.461527,-3.705452,0,32,13,0
18700,192,3,2,1,630000,3281,0,0,1,1,0,40.446581,-3.697119,0,106,29,1
18699,72,1,1,0,258000,3583,0,0,0,1,0,40.459819,-3.690653,1,58,17,1
18698,105,3,2,3,330000,3143,0,0,1,1,0,40.458194,-3.700911,1,58,17,1
18697,65,2,1,2,220000,3385,0,0,0,1,0,40.453103,-3.708353,0,60,12,5
18693,66,2,1,3,235000,3561,0,0,0,1,0,40.461623,-3.706924,0,32,13,0
18692,68,3,1,1,192500,2831,1,0,0,1,0,40.468048,-3.696649,2,79,16,2
18691,125,4,2,2,300000,2400,0,0,0,1,0,40.471217,-3.688642,2,79,16,2
18690,62,1,1,3,379900,6127,0,0,1,1,1,40.463365,-3.691766,1,58,17,1
18689,60,2,1,0,174000,2900,0,0,0,1,0,40.45185,-3.705669,0,60,12,5
18688,50,1,1,0,199000,3980,0,0,1,1,1,40.461254,-3.707419,0,32,13,0
18687,105,3,1,3,350000,3333,0,0,1,1,0,40.463436,-3.699616,2,49,12,2
18686,165,3,1,0,276800,1678,1,0,1,0,0,40.450376,-3.70071,0,106,29,1
18685,88,3,1,2,259000,2943,1,0,0,1,0,40.459977,-3.69785,1,58,17,1
18683,68,2,1,2,149000,2191,0,0,0,1,0,40.469357,-3.703888,2,49,12,2
18682,62,2,1,3,130000,2097,0,0,0,1,0,40.471066,-3.699883,2,79,16,2
18681,82,3,1,3,215000,2622,0,0,0,1,1,40.467896,-3.704612,2,49,12,2
18680,90,3,1,2,220000,2444,0,0,0,1,0,40.464054,-3.704453,2,49,12,2
18678,75,2,1,3,195000,2600,0,0,0,1,0,40.452558,-3.710943,0,60,12,5
18677,89,3,2,6,365000,4101,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18676,140,3,2,1,450000,3214,0,0,1,1,1,40.459819,-3.690653,1,58,17,1
18675,70,2,2,3,250000,3571,0,0,0,0,0,40.453102,-3.705916,0,60,12,5
18673,141,4,3,3,815000,5780,0,0,1,1,0,40.452419,-3.695211,0,106,29,1
18667,51,1,1,1,185000,3627,0,0,1,1,0,40.46661,-3.697618,2,49,12,2
18666,46,0,1,5,185000,4022,0,0,1,0,0,40.451936,-3.71151,0,291,16,3
18665,37,1,1,0,105000,2838,0,0,0,0,0,40.453697,-3.708173,0,60,12,5
18663,60,1,1,1,395000,6583,0,0,1,0,1,40.449493,-3.699829,0,106,29,1
18662,114,3,2,1,495000,4342,0,0,1,1,0,40.464614,-3.694269,1,58,17,1
18661,54,2,1,0,97000,1796,1,0,1,0,0,40.452558,-3.710943,0,60,12,5
18660,81,4,1,1,278000,3432,0,0,1,1,0,40.455067,-3.706138,0,60,12,5
18659,84,3,2,2,325000,3869,1,0,1,1,0,40.451655,-3.702182,0,106,29,1
18658,45,1,1,2,299000,6644,0,0,1,1,0,40.45305,-3.70121,0,106,29,1
18657,105,3,1,1,365000,3476,0,0,1,0,0,40.447316,-3.706428,0,60,12,5
18656,105,4,1,3,350000,3333,1,0,1,1,1,40.449438,-3.704539,0,60,12,5
18653,40,1,1,1,135000,3375,0,0,1,0,0,40.458194,-3.700911,1,58,17,1
18652,100,3,1,1,239000,2390,0,0,0,1,0,40.458121,-3.708125,0,32,13,0
18651,60,2,1,0,175000,2917,0,0,0,1,0,40.446944,-3.700185,0,106,29,1
18650,50,1,1,1,250000,5000,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18649,45,1,1,0,80000,1778,0,0,1,1,0,40.468639,-3.700844,2,49,12,2
18648,48,1,1,0,195000,4062,0,0,1,1,0,40.460101,-3.704484,0,32,13,0
18647,42,1,1,2,147000,3500,0,0,0,1,0,40.453343,-3.706151,0,60,12,5
18646,89,3,1,1,279000,3135,0,0,1,1,0,40.464847,-3.694735,2,49,12,2
18645,84,2,1,3,290000,3452,0,0,1,1,0,40.467805,-3.69745,2,79,16,2
18644,110,3,2,0,315000,2864,0,0,0,1,0,40.454513,-3.708242,0,60,12,5
18643,31,1,1,3,134000,4323,0,0,1,0,0,40.449504,-3.705098,0,60,12,5
18642,55,1,1,4,220000,4000,0,0,0,1,0,40.453645,-3.702294,0,106,29,1
18641,64,2,1,7,245000,3828,0,0,1,1,0,40.456879,-3.70829,0,32,13,0
18640,225,2,2,3,900000,4000,0,0,1,1,1,40.454285,-3.691794,0,106,29,1
18639,35,0,1,1,250000,7143,0,0,0,1,0,40.448957,-3.699252,0,106,29,1
18638,35,1,1,5,165000,4714,0,0,1,1,0,40.452358,-3.710393,0,60,12,5
18637,60,1,1,0,127000,2117,0,0,0,0,0,40.457568,-3.704453,0,32,13,0
18636,174,4,3,1,560000,3218,1,0,1,1,0,40.451663,-3.694883,0,106,29,1
18635,206,5,3,1,690000,3350,1,0,1,1,0,40.451688,-3.696439,0,106,29,1
18634,37,1,1,0,153000,4135,0,0,1,0,0,40.448883,-3.70711,0,60,12,5
18633,72,3,1,2,195000,2708,0,0,0,1,0,40.466699,-3.699749,2,49,12,2
18632,68,2,1,1,260000,3824,0,0,1,1,1,40.4675,-3.706389,2,49,12,2
18631,115,3,2,6,575000,5000,0,0,1,1,0,40.446784,-3.698183,0,106,29,1
18630,41,1,1,0,160000,3902,0,0,0,1,0,40.450119,-3.704462,0,60,12,5
18629,130,2,2,9,565000,4346,0,0,1,1,1,40.463365,-3.691766,1,58,17,1
18628,145,3,3,1,810000,5586,0,0,1,1,0,40.448527,-3.695149,0,106,29,1
18627,92,3,2,6,365000,3967,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18626,35,1,1,4,115000,3286,1,0,0,0,0,40.454353,-3.707235,0,60,12,5
18624,93,3,1,0,269900,2902,1,0,1,1,0,40.455319,-3.698235,0,106,29,1
18623,77,4,1,0,199900,2596,1,0,1,1,0,40.455319,-3.698235,0,106,29,1
18622,65,1,1,2,310000,4769,0,0,1,1,1,40.449253,-3.708646,0,60,12,5
18621,76,3,1,0,214000,2816,0,0,0,1,0,40.466979,-3.700607,2,49,12,2
18620,143,4,2,5,620000,4336,0,0,1,1,0,40.455443,-3.697682,0,106,29,1
18617,72,1,1,0,260000,3611,0,0,1,1,1,40.468487,-3.707587,2,49,12,2
18613,74,3,1,3,250000,3378,0,0,0,1,1,40.466417,-3.693645,2,79,16,2
18612,80,3,1,1,275000,3438,0,0,0,1,0,40.454693,-3.702484,0,106,29,1
18611,61,2,1,3,250000,4098,0,0,0,1,0,40.447515,-3.702943,0,106,29,1
18610,167,4,2,6,650000,3892,1,0,1,1,0,40.449552,-3.698376,0,106,29,1
18608,143,5,2,1,419000,2930,0,0,1,1,0,40.447193,-3.70377,0,106,29,1
18606,50,2,1,2,250000,5000,0,0,0,1,0,40.452558,-3.710943,0,60,12,5
18603,50,1,1,2,220000,4400,0,0,1,1,0,40.459227,-3.708241,0,32,13,0
18602,51,1,1,1,164000,3216,0,0,1,0,0,40.468037,-3.700982,2,49,12,2
18598,116,4,1,7,400000,3448,1,0,1,1,0,40.456154,-3.701964,0,106,29,1
18594,58,3,1,5,185000,3190,0,0,0,1,0,40.453395,-3.708074,0,60,12,5
18593,320,5,3,6,999999,3125,0,0,1,1,1,40.457775,-3.691735,1,58,17,1
18592,193,4,3,2,775000,4016,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18591,50,2,1,3,126000,2520,1,0,0,1,0,40.45228,-3.710033,0,60,12,5
18590,90,3,2,6,595000,6611,0,0,1,1,0,40.460673,-3.698725,0,32,13,0
18588,95,3,2,0,275000,2895,0,0,0,1,0,40.459819,-3.690653,1,58,17,1
18587,80,2,2,2,270000,3375,0,0,1,1,1,40.465756,-3.705932,2,49,12,2
18586,95,3,3,0,430000,4526,0,0,0,1,1,40.449833,-3.699154,0,106,29,1
18585,50,1,1,4,250000,5000,0,0,1,1,1,40.452357,-3.700713,0,106,29,1
18584,90,2,2,2,426000,4733,1,0,1,1,0,40.4537,-3.699352,0,106,29,1
18583,90,2,1,3,300000,3333,0,0,1,1,0,40.467034,-3.697965,2,49,12,2
18582,210,2,2,0,470000,2238,0,0,1,1,1,40.452035,-3.701514,0,106,29,1
18581,112,4,3,2,550000,4911,0,0,1,1,0,40.455867,-3.702611,0,32,13,0
18580,72,3,1,1,375000,5208,0,0,1,1,1,40.460476,-3.694887,1,58,17,1
18579,240,5,4,5,850000,3542,0,0,1,1,1,40.459819,-3.690653,1,58,17,1
18578,80,1,2,3,330000,4125,0,0,1,1,0,40.462086,-3.699441,2,49,12,2
18575,92,3,1,3,260000,2826,0,0,0,0,0,40.469265,-3.701572,2,49,12,2
18573,180,4,3,2,720000,4000,1,0,1,1,0,40.451688,-3.696439,0,106,29,1
18572,30,0,1,1,135000,4500,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18571,75,3,2,0,230000,3067,0,0,0,1,0,40.468692,-3.699529,2,49,12,2
18570,53,1,1,2,175000,3302,0,0,0,1,0,40.452773,-3.704763,0,60,12,5
18569,34,1,1,1,195000,5735,0,0,1,0,0,40.451857,-3.698938,0,106,29,1
18568,69,3,1,3,275000,3986,0,0,1,1,0,40.453973,-3.707792,0,60,12,5
18567,70,2,1,3,215000,3071,0,0,0,1,0,40.453678,-3.705655,0,60,12,5
18566,65,2,1,1,210000,3231,0,0,0,1,0,40.466135,-3.70621,2,49,12,2
18565,126,3,2,2,350000,2778,1,0,1,1,0,40.461434,-3.70035,0,32,13,0
18564,59,2,1,1,275000,4661,0,0,1,1,0,40.448203,-3.704149,0,60,12,5
18563,50,3,1,0,210000,4200,1,0,0,0,0,40.455459,-3.700854,0,106,29,1
18562,58,1,1,2,280000,4828,0,0,1,1,0,40.454269,-3.70103,0,106,29,1
18561,29,1,1,2,149900,5169,0,0,0,0,0,40.448545,-3.701785,0,106,29,1
18560,58,1,1,0,200000,3448,0,0,0,1,0,40.467864,-3.699352,2,49,12,2
18551,40,0,1,0,160000,4000,0,0,1,1,0,40.470972,-3.701726,2,79,16,2
18550,67,2,1,2,169000,2522,0,0,0,1,0,40.469665,-3.698864,2,79,16,2
18549,66,1,1,0,172000,2606,0,0,1,1,0,40.461191,-3.706749,0,32,13,0
18548,55,1,1,3,155000,2818,0,0,1,1,0,40.467891,-3.702246,2,49,12,2
18546,61,2,1,2,210000,3443,0,0,1,1,0,40.45487,-3.70046,0,106,29,1
18545,51,0,1,1,164000,3216,0,0,1,0,0,40.466956,-3.701652,2,49,12,2
18544,100,3,1,1,296000,2960,0,0,0,1,0,40.450608,-3.701017,0,106,29,1
18543,143,3,2,7,690000,4825,1,0,1,1,0,40.452255,-3.697315,0,106,29,1
18542,93,3,1,2,349000,3753,0,0,1,1,0,40.458799,-3.699005,1,58,17,1
18541,64,1,1,5,260000,4062,0,0,1,1,0,40.463108,-3.697225,2,49,12,2
18540,76,2,1,2,279000,3671,1,0,1,1,0,40.469049,-3.701585,2,49,12,2
18538,37,1,1,3,155000,4189,0,0,0,0,0,40.452097,-3.706032,0,60,12,5
18534,41,1,1,2,175000,4268,0,0,0,1,0,40.448846,-3.706042,0,60,12,5
18533,66,3,1,3,186000,2818,0,0,1,1,0,40.471303,-3.701621,2,79,16,2
18532,160,1,1,0,335000,2094,0,0,0,1,0,40.467159,-3.705656,2,49,12,2
18531,145,3,3,2,508000,3503,0,0,1,1,1,40.469656,-3.693986,2,79,16,2
18529,120,4,2,2,530000,4417,0,0,1,1,0,40.452145,-3.69495,0,106,29,1
18527,70,2,1,2,279000,3986,0,0,1,1,1,40.467777,-3.706845,2,49,12,2
18526,72,3,1,2,271000,3764,0,0,0,1,0,40.47304,-3.690859,2,79,16,2
18523,77,2,1,2,279000,3623,0,0,1,1,0,40.468048,-3.702767,2,49,12,2
18521,70,2,1,2,247000,3529,0,0,0,1,0,40.452838,-3.706123,0,60,12,5
18520,32,1,1,0,139000,4344,0,0,0,1,0,40.451888,-3.705304,0,60,12,5
18519,50,1,1,0,169000,3380,0,0,0,0,0,40.45765,-3.699322,1,58,17,1
18518,63,1,1,3,225000,3571,0,0,1,1,0,40.459893,-3.707823,0,32,13,0
18517,65,2,1,2,220000,3385,0,0,1,1,0,40.467891,-3.702246,2,49,12,2
18516,51,2,1,4,159000,3118,0,0,0,1,0,40.461818,-3.706999,0,32,13,0
18515,45,1,1,1,155000,3444,0,0,0,0,0,40.463838,-3.703515,2,49,12,2
18514,55,2,1,0,178000,3236,0,0,0,0,0,40.448078,-3.699352,0,106,29,1
18513,270,4,3,2,860000,3185,0,0,1,0,1,40.447917,-3.697602,0,106,29,1
18512,130,3,2,8,950000,7308,0,0,1,1,1,40.45919,-3.695409,1,58,17,1
18511,46,1,1,1,210000,4565,0,0,0,0,0,40.450351,-3.699692,0,106,29,1
18510,152,3,3,0,515000,3388,0,0,1,1,1,40.470613,-3.694735,2,79,16,2
18509,50,1,1,0,180000,3600,0,0,1,0,0,40.458391,-3.703632,0,32,13,0
18508,35,0,1,1,105000,3000,0,0,0,1,0,40.46127,-3.706805,0,32,13,0
18507,80,2,1,2,265000,3312,0,0,1,1,1,40.466229,-3.699551,2,49,12,2
18506,65,2,1,1,158000,2431,1,0,0,1,0,40.460269,-3.702959,0,32,13,0
18505,64,2,1,4,200000,3125,0,0,0,0,0,40.458115,-3.704208,0,32,13,0
18504,240,5,4,3,790000,3292,1,0,1,1,0,40.452157,-3.695348,0,106,29,1
18503,75,3,1,1,190000,2533,1,0,1,1,0,40.449253,-3.708646,0,60,12,5
18502,70,1,1,0,265000,3786,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18501,80,3,1,1,257000,3212,0,0,1,1,0,40.464893,-3.70334,2,49,12,2
18497,53,3,1,2,271000,5113,0,0,0,0,0,40.472605,-3.691044,2,79,16,2
18495,72,2,1,3,295000,4097,1,0,1,1,0,40.450206,-3.699429,0,106,29,1
18494,18,0,1,0,56000,3111,0,0,1,0,0,40.450077,-3.704632,0,60,12,5
18492,100,2,2,4,360000,3600,0,0,1,1,1,40.465106,-3.702088,2,49,12,2
18491,74,3,1,5,300000,4054,1,0,1,1,0,40.44697,-3.699848,0,106,29,1
18489,38,1,1,2,165000,4342,0,0,1,1,0,40.459586,-3.70941,0,32,13,0
18488,98,4,2,2,270000,2755,0,0,0,1,0,40.468218,-3.700091,2,49,12,2
18485,73,1,1,5,210000,2877,0,0,1,1,0,40.457102,-3.702931,0,32,13,0
18484,43,2,1,1,140000,3256,0,0,1,0,0,40.456009,-3.70744,0,60,12,5
18482,40,1,1,0,125000,3125,0,0,0,0,0,40.453039,-3.703277,0,60,12,5
18481,93,1,1,8,180000,1935,0,0,1,1,0,40.46144,-3.692147,1,58,17,1
18477,135,4,2,2,530000,3926,0,0,1,1,0,40.452145,-3.69495,0,106,29,1
18476,118,4,3,2,530000,4492,1,0,1,1,1,40.450961,-3.697649,0,106,29,1
18475,180,2,2,1,525000,2917,1,0,1,1,0,40.454447,-3.698194,0,106,29,1
18474,46,2,1,2,170000,3696,0,0,0,0,0,40.451751,-3.706712,0,60,12,5
18473,95,3,3,0,429900,4525,0,0,0,0,1,40.449623,-3.699858,0,106,29,1
18472,75,3,2,0,189000,2520,0,0,1,1,0,40.462522,-3.703492,0,32,13,0
18471,35,1,1,0,122000,3486,0,0,0,0,0,40.465353,-3.705814,2,49,12,2
18470,34,1,1,1,131250,3860,1,0,0,0,0,40.451655,-3.704922,0,60,12,5
18469,70,1,1,1,369500,5279,0,0,1,1,0,40.452145,-3.69495,0,106,29,1
18468,73,2,1,2,234000,3205,0,0,0,1,0,40.469789,-3.701255,2,49,12,2
18467,173,3,2,4,375000,2168,0,0,0,1,0,40.454125,-3.707221,0,60,12,5
18466,61,1,1,1,223000,3656,0,0,1,1,0,40.461851,-3.699788,2,49,12,2
18465,90,2,2,4,425000,4722,0,0,1,1,0,40.456331,-3.695603,0,106,29,1
18464,95,3,2,2,525000,5526,0,0,1,1,1,40.45605,-3.692961,0,106,29,1
18463,77,2,2,2,315000,4091,0,0,0,1,0,40.465375,-3.699612,2,49,12,2
18460,70,2,1,1,175000,2500,1,0,0,1,0,40.457102,-3.702931,0,32,13,0
18459,210,4,3,2,1100000,5238,0,0,1,1,1,40.454466,-3.691021,0,106,29,1
18458,80,2,1,1,299000,3738,0,0,1,1,0,40.449911,-3.708778,0,60,12,5
18457,67,2,1,0,176000,2627,0,0,0,1,0,40.470333,-3.69972,2,79,16,2
18456,59,2,1,3,180000,3051,0,0,0,1,0,40.463038,-3.703008,0,32,13,0
18455,58,1,1,4,315000,5431,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18454,174,4,3,1,560000,3218,1,0,1,1,0,40.452145,-3.69495,0,106,29,1
18453,34,2,1,2,160000,4706,0,0,1,0,0,40.457635,-3.699504,1,58,17,1
18452,89,4,1,1,215000,2416,1,0,0,1,0,40.468114,-3.698127,2,79,16,2
18451,200,5,3,1,800000,4000,0,0,1,1,1,40.454262,-3.691478,0,106,29,1
18450,55,2,1,0,144900,2635,1,0,0,1,0,40.450694,-3.704826,0,60,12,5
18449,50,1,1,5,320000,6400,0,0,1,1,0,40.452145,-3.69495,0,106,29,1
18448,66,3,1,2,170000,2576,0,0,1,1,0,40.456009,-3.70744,0,60,12,5
18447,63,2,1,2,226900,3602,0,0,1,0,1,40.460512,-3.708056,0,32,13,0
18446,45,1,1,1,159000,3533,0,0,0,1,0,40.460778,-3.701279,0,32,13,0
18445,114,2,2,4,570000,5000,0,0,1,1,1,40.459819,-3.690653,1,58,17,1
18443,76,2,1,2,195000,2566,0,0,1,1,0,40.465038,-3.703243,2,49,12,2
18442,100,3,2,1,330000,3300,1,0,0,1,0,40.458418,-3.707567,0,32,13,0
18441,42,1,1,0,150000,3571,0,0,1,1,0,40.463951,-3.703965,2,49,12,2
18440,65,1,1,2,205000,3154,0,0,0,1,0,40.451213,-3.708266,0,60,12,5
18439,350,7,3,4,2161000,6174,0,0,1,1,1,40.459819,-3.690653,1,58,17,1
18438,239,5,3,4,990000,4142,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18437,49,1,1,1,169900,3467,0,0,1,1,0,40.459949,-3.704995,0,32,13,0
18436,85,3,1,2,245000,2882,1,0,0,1,0,40.465962,-3.693807,2,79,16,2
18435,130,2,1,8,670000,5154,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18434,220,2,2,3,880000,4000,0,0,1,1,1,40.451844,-3.690205,0,168,22,6
18433,65,3,1,5,236000,3631,0,0,1,0,0,40.454619,-3.706666,0,60,12,5
18432,144,4,3,7,580000,4028,0,0,1,1,0,40.465955,-3.691277,2,79,16,2
18431,61,2,1,0,149000,2443,0,0,0,1,0,40.460875,-3.701774,0,32,13,0
18430,97,3,1,2,295000,3041,0,0,0,1,0,40.453613,-3.704282,0,60,12,5
18429,60,2,1,1,154000,2567,0,0,0,0,0,40.469372,-3.703962,2,49,12,2
18425,71,3,1,4,340000,4789,0,0,1,1,0,40.45605,-3.698118,0,106,29,1
18424,45,2,1,0,114000,2533,0,0,1,0,0,40.4592,-3.707538,0,32,13,0
18423,95,2,2,1,480000,5053,0,0,1,1,1,40.473087,-3.690653,2,79,16,2
18419,72,3,2,0,345000,4792,0,0,0,1,0,40.455293,-3.701149,0,106,29,1
18418,70,2,1,1,299000,4271,0,0,1,1,0,40.458418,-3.707567,0,32,13,0
18417,76,3,1,3,165000,2171,1,0,0,1,0,40.460512,-3.708056,0,32,13,0
18415,60,3,2,1,210000,3500,0,0,0,0,0,40.451751,-3.706712,0,60,12,5
18414,150,4,2,1,510000,3400,1,0,1,1,0,40.452145,-3.69495,0,106,29,1
18411,60,2,1,1,220000,3667,0,0,0,1,0,40.449253,-3.708646,0,60,12,5
18410,70,4,1,1,175000,2500,1,0,1,1,0,40.456089,-3.706656,0,60,12,5
18409,54,1,1,1,228000,4222,0,0,1,1,0,40.470333,-3.69972,2,79,16,2
18408,149,4,2,0,589200,3954,0,0,0,0,0,40.446898,-3.699376,0,106,29,1
18407,80,3,2,1,263000,3288,0,0,0,1,0,40.454156,-3.708365,0,60,12,5
18406,125,2,2,4,630000,5040,1,0,1,1,0,40.454262,-3.691478,0,106,29,1
18405,37,1,1,0,97260,2629,0,0,0,1,0,40.470165,-3.691449,2,79,16,2
18404,30,2,1,0,125000,4167,0,0,0,0,0,40.456654,-3.708167,0,60,12,5
18403,49,3,1,0,250000,5102,0,0,1,0,0,40.449098,-3.705395,0,60,12,5
18401,50,2,1,2,159000,3180,1,0,0,0,0,40.453089,-3.703899,0,60,12,5
18400,270,4,3,3,790000,2926,1,0,1,0,1,40.447917,-3.697602,0,106,29,1
18399,72,3,1,5,229000,3181,0,0,0,1,1,40.465949,-3.698556,2,49,12,2
18398,42,1,1,2,169500,4036,0,0,0,0,0,40.448403,-3.702283,0,106,29,1
18397,77,2,1,2,279000,3623,1,0,1,1,0,40.469049,-3.701585,2,49,12,2
18396,50,2,1,3,249000,4980,0,0,0,0,0,40.460673,-3.698725,0,32,13,0
18395,71,1,1,7,320000,4507,0,0,1,1,1,40.459819,-3.690653,1,58,17,1
18394,39,0,1,0,170000,4359,0,0,0,1,0,40.451124,-3.705155,0,60,12,5
18393,77,3,1,1,253000,3286,0,0,1,0,0,40.452277,-3.709535,0,60,12,5
18392,44,0,1,3,260000,5909,0,0,1,1,1,40.459819,-3.690653,1,58,17,1
18391,112,0,1,0,259470,2317,0,0,0,1,0,40.45612,-3.702733,0,32,13,0
18390,82,2,2,4,315000,3841,0,0,0,1,0,40.4498,-3.706409,0,60,12,5
18389,47,0,1,0,220000,4681,0,0,1,1,1,40.456837,-3.699036,0,106,29,1
18388,78,3,1,3,189000,2423,0,0,0,1,0,40.469656,-3.693986,2,79,16,2
18387,142,4,2,6,570000,4014,0,0,1,1,0,40.460095,-3.695595,1,58,17,1
18386,81,3,1,2,250000,3086,1,0,0,1,0,40.471992,-3.690712,2,79,16,2
18385,35,1,1,1,120000,3429,0,0,0,0,0,40.460735,-3.702426,0,32,13,0
18384,60,2,1,3,239000,3983,0,0,1,1,0,40.452474,-3.703825,0,60,12,5
18383,55,1,1,1,280000,5091,0,0,1,1,1,40.458401,-3.702188,0,32,13,0
18382,35,1,1,1,120000,3429,0,0,0,0,0,40.460735,-3.702426,0,32,13,0
18381,120,4,2,2,530000,4417,0,0,1,1,0,40.45506,-3.693486,0,106,29,1
18380,107,3,2,1,265000,2477,1,0,1,1,0,40.459818,-3.702972,0,32,13,0
18378,26,1,1,0,122000,4692,0,0,0,0,0,40.453039,-3.703277,0,60,12,5
18377,231,4,3,6,975000,4221,1,0,1,1,1,40.459819,-3.690653,1,58,17,1
18376,38,0,1,0,136000,3579,0,0,1,1,0,40.468114,-3.698127,2,79,16,2
18375,60,2,1,0,174000,2900,0,0,0,1,0,40.451751,-3.706712,0,60,12,5
18374,90,3,3,1,319000,3544,0,0,0,1,0,40.453102,-3.705916,0,60,12,5
18373,26,1,1,1,174000,6692,0,0,0,1,0,40.457117,-3.700238,0,106,29,1
18370,61,3,2,1,219000,3590,0,0,0,1,0,40.458014,-3.704559,0,32,13,0
18369,48,1,1,1,176900,3685,0,0,1,1,1,40.460101,-3.704484,0,32,13,0
18368,50,1,1,0,200000,4000,0,0,0,1,0,40.452558,-3.710943,0,60,12,5
18367,30,1,1,0,185000,6167,0,0,0,1,0,40.452558,-3.710943,0,60,12,5
18366,114,2,2,2,370000,3246,0,0,1,0,1,40.450045,-3.698157,0,106,29,1
18365,69,2,2,1,235000,3406,0,0,1,1,0,40.466531,-3.705325,2,49,12,2
18364,65,1,1,0,198000,3046,0,0,1,1,0,40.466531,-3.705325,2,49,12,2
18363,82,3,1,3,239900,2926,0,0,0,0,0,40.468968,-3.69329,2,79,16,2
18362,100,3,2,3,330000,3300,0,0,1,1,1,40.45238,-3.703156,0,106,29,1
18361,95,3,1,1,199000,2095,1,0,0,1,0,40.467025,-3.704126,2,49,12,2
18360,93,1,1,0,248500,2672,0,0,1,1,0,40.459656,-3.708234,0,32,13,0
18359,39,1,1,3,155000,3974,0,0,1,0,0,40.44856,-3.705997,0,60,12,5
18358,312,5,5,1,1350000,4327,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18357,80,2,1,1,320000,4000,0,1,1,1,1,40.47269,-3.692495,2,79,16,2
18356,81,1,2,3,279000,3444,0,0,1,1,0,40.462031,-3.70311,0,32,13,0
18355,43,2,1,1,145000,3372,0,0,0,1,0,40.449974,-3.705318,0,60,12,5
18354,60,3,2,2,210000,3500,0,0,0,1,0,40.451751,-3.706712,0,60,12,5
18353,26,1,1,1,174000,6692,1,0,0,0,0,40.457117,-3.700238,0,106,29,1
18352,110,4,3,2,770000,7000,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18351,60,3,2,2,210000,3500,0,0,0,1,0,40.451751,-3.706712,0,60,12,5
18350,80,3,1,2,275000,3438,0,0,0,1,0,40.459819,-3.690653,1,58,17,1
18349,63,2,1,3,215000,3413,0,0,0,0,0,40.456634,-3.707637,0,60,12,5
18348,62,2,1,1,220000,3548,0,0,0,1,0,40.455461,-3.703316,0,32,13,0
18347,102,3,2,0,315000,3088,0,0,0,1,0,40.459819,-3.690653,1,58,17,1
18346,63,2,1,3,215000,3413,0,0,0,0,0,40.456634,-3.707637,0,60,12,5
18345,96,3,2,2,320000,3333,0,0,1,1,0,40.461492,-3.699916,2,49,12,2
18344,188,3,2,6,890000,4734,0,0,1,1,0,40.446942,-3.699491,0,106,29,1
18343,63,3,1,3,150000,2381,1,0,0,1,0,40.467025,-3.704126,2,49,12,2
18342,122,4,3,2,774000,6344,0,0,1,1,0,40.459819,-3.690653,1,58,17,1
18341,54,1,1,1,228000,4222,0,0,1,1,0,40.471022,-3.701215,2,79,16,2
18340,80,2,2,4,280000,3500,0,0,1,1,1,40.465106,-3.702088,2,49,12,2
18339,85,3,2,5,350000,4118,1,0,1,1,0,40.449763,-3.701541,0,106,29,1
18338,120,4,2,7,450000,3750,1,0,1,1,0,40.459819,-3.690653,1,58,17,1
18337,135,5,2,2,363000,2689,1,0,1,1,0,40.455067,-3.706138,0,60,12,5
18336,25,1,1,1,110000,4400,1,0,0,0,0,40.450077,-3.704632,0,60,12,5
18335,124,2,2,1,369000,2976,0,0,1,1,1,40.449847,-3.706968,0,60,12,5
18334,65,1,2,0,149500,2300,0,0,0,1,0,40.452469,-3.70621,0,60,12,5
18329,60,2,1,0,169000,2817,0,0,0,1,0,40.449623,-3.699858,0,106,29,1
18328,60,3,1,3,140000,2333,1,0,0,1,0,40.459328,-3.704149,0,32,13,0
