,Unnamed: 0,id,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking,lat,long
1426,1930,19812,82.0,3,2.0,2,225000,2744,0,0,1,1,0,40.3875858,-3.714357799999999
1427,1931,19811,98.0,4,1.0,1,241000,2459,0,0,0,1,0,40.38560579999999,-3.7032788999999995
1428,1932,19810,65.0,3,1.0,3,126000,1938,0,0,0,0,0,40.3844155,-3.7024682999999996
1429,1933,19809,127.0,3,2.0,4,295000,2323,0,0,1,1,1,40.36787,-3.694658699999999
1430,1934,19808,58.0,2,1.0,1,135000,2328,0,0,0,1,0,40.3868527,-3.7115682
1431,1935,19807,61.0,2,1.0,3,157000,2574,0,0,0,0,0,40.386456200000005,-3.6996398999999998
1432,1936,19806,100.0,3,2.0,4,167000,1670,0,0,0,1,1,40.379589700000004,-3.7050464
1433,1937,19805,60.0,2,1.0,3,110000,1833,1,0,0,0,0,40.3819277,-3.705638599999999
1434,1938,19804,144.0,4,2.0,1,265000,1840,0,0,1,1,1,40.3661099,-3.6860885999999997
1435,1939,19803,83.0,2,1.0,2,148500,1789,0,0,0,1,0,40.3824158,-3.7086144
1436,1940,19802,62.0,2,1.0,0,134900,2176,0,0,1,1,0,40.387366899999996,-3.702064999999999
1437,1941,19801,65.0,3,1.0,1,131000,2015,0,0,0,1,0,40.3819277,-3.705638599999999
1438,1942,19800,60.0,2,1.0,2,127000,2117,0,0,0,1,0,40.3842448,-3.705021
1439,1943,19799,107.0,5,2.0,3,338000,3159,0,0,1,1,0,40.3919234,-3.7038695
1440,1944,19798,72.0,3,1.0,1,139000,1931,0,0,0,1,0,40.38906970000001,-3.7102424
1441,1945,19797,81.0,2,1.0,2,139000,1716,1,0,0,1,1,40.370248100000005,-3.7025479
1442,1946,19796,60.0,3,1.0,2,154000,2567,1,0,1,1,0,40.3875375,-3.7034769999999995
1443,1948,19794,65.0,2,1.0,3,140000,2154,0,0,0,1,0,40.385581200000004,-3.7089373
1444,1950,19792,79.0,2,2.0,2,295000,3734,0,0,1,1,1,40.3841719,-3.6958849999999996
1445,1951,19791,118.0,3,2.0,1,149000,1263,0,0,0,1,0,40.3750289,-3.6958492
1446,1952,19790,114.0,3,3.0,2,190000,1667,0,0,1,1,0,40.37542070000001,-3.6958481
1447,1953,19789,93.0,4,1.0,2,182900,1967,0,0,1,1,0,40.38549329999999,-3.7089324
1448,1954,19788,65.0,2,1.0,4,133000,2046,0,0,0,1,0,40.3874535,-3.7132725
1449,1955,19787,118.0,4,2.0,6,370000,3136,0,0,1,1,1,40.3919234,-3.7038695
1450,1956,19786,172.0,4,2.0,3,275000,1599,0,0,0,1,1,40.3805336,-3.7138822
1451,1957,19785,95.0,2,2.0,7,235000,2474,0,0,1,1,1,40.3781146,-3.6930062000000006
1452,1958,19784,100.0,3,2.0,3,155000,1550,0,0,1,1,0,40.3667851,-3.6988513
1453,1959,19783,65.0,3,1.0,0,120000,1846,0,0,0,1,0,40.381440000000005,-3.7061330000000003
1454,1960,19782,106.0,4,1.0,2,230000,2170,1,0,0,1,0,40.38862,-3.6996511
1455,1961,19781,100.0,2,1.0,2,140000,1400,1,0,1,1,0,40.3865093,-3.7107101000000005
1456,1962,19780,119.0,3,2.0,1,366400,3079,0,0,1,0,1,40.3851995,-3.7066027999999998
1457,1963,19779,97.0,3,2.0,4,335000,3454,0,0,1,1,1,40.371068,-3.6961075999999986
1458,1964,19778,90.0,3,1.0,6,159000,1767,0,0,1,0,0,40.3675364,-3.7140453
1459,1965,19777,76.0,1,1.0,0,261000,3434,0,0,1,0,0,40.3919234,-3.7038695
1460,1967,19775,58.0,2,1.0,2,149900,2584,0,0,0,1,0,40.3879705,-3.7069400999999997
1461,1968,19774,49.0,2,1.0,4,90000,1837,0,0,0,1,0,40.3820215,-3.7086593
1462,1969,19773,80.0,3,1.0,2,155000,1938,1,0,1,1,0,40.3806873,-3.6969470999999996
1463,1970,19772,80.0,3,1.0,4,150000,1875,0,0,0,1,0,40.389934600000004,-3.7024827000000005
1464,1973,19769,234.0,4,2.0,0,750000,3205,0,0,1,1,1,40.3814137,-3.6958842000000005
1465,1975,19767,172.0,4,3.0,3,450000,2616,0,0,1,1,1,40.3825286,-3.7058225
1466,1976,19766,43.0,2,1.0,3,109000,2535,0,0,0,1,0,40.38604369999999,-3.7142932999999996
1467,1977,19765,132.0,4,2.0,1,135000,1023,1,0,0,1,0,40.37542070000001,-3.6958481
1468,1978,19764,52.0,2,1.0,1,115000,2212,0,0,0,0,0,40.38375870000001,-3.7047849000000004
1469,1979,19763,80.0,3,1.0,0,128000,1600,0,0,0,1,0,40.3805475,-3.6989581
1470,1980,19762,75.0,3,1.0,0,220000,2933,0,0,1,1,0,40.3692323,-3.686992
1471,1981,19761,130.0,3,2.0,6,270000,2077,0,0,1,1,1,40.366107299999996,-3.7095946000000004
1472,1982,19760,108.0,3,2.0,1,239000,2213,0,0,1,1,1,40.367298600000005,-3.6884644
1473,1983,19759,126.0,3,2.0,1,179000,1421,0,0,0,1,1,40.378648600000005,-3.704791199999999
1474,1984,19758,120.0,3,2.0,1,242000,2017,0,0,1,1,1,40.366479999999996,-3.6903252999999996
1475,1985,19757,88.0,2,2.0,8,230000,2614,0,0,1,1,1,40.3669255,-3.6880260999999996
1476,1987,19755,73.0,3,1.0,3,130000,1781,1,0,0,1,0,40.38743789999999,-3.709664
1477,1988,19754,80.0,4,1.0,3,154000,1925,1,0,1,1,0,40.369804200000004,-3.6967217000000003
1478,1989,19753,65.0,3,1.0,1,128000,1969,0,0,1,1,0,40.375741600000005,-3.690770699999999
1479,1991,19751,75.0,3,1.0,7,180000,2400,0,0,1,1,0,40.38482339999999,-3.6987379999999996
1480,1992,19750,73.0,3,1.0,3,130000,1781,0,0,0,1,0,40.38743789999999,-3.709664
1481,1993,19749,140.0,3,2.0,2,180000,1286,0,0,0,1,0,40.3681516,-3.7085977999999997
1482,1994,19748,60.0,3,1.0,3,197000,3283,0,0,0,1,0,40.387366899999996,-3.702064999999999
1483,1996,19746,57.0,2,1.0,3,110000,1930,1,0,0,1,0,40.3819277,-3.705638599999999
1484,1998,19744,126.0,2,2.0,1,204000,1619,0,0,1,1,1,40.3675425,-3.6880398999999997
1485,1999,19743,73.0,2,2.0,1,270000,3699,0,0,0,1,0,40.3868352,-3.7011361999999988
1486,2000,19742,56.0,2,1.0,0,128800,2300,0,0,0,1,0,40.390108000000005,-3.7110737
1487,2001,19741,118.0,4,2.0,8,165000,1398,1,0,1,1,0,40.37319249999999,-3.7157742999999988
1488,2002,19740,160.0,0,1.0,0,130000,812,1,0,0,1,0,40.38166029999999,-3.7050757999999986
1489,2003,19739,96.0,3,2.0,2,220000,2292,0,0,1,1,0,40.390108000000005,-3.7110737
1490,2004,19738,120.0,3,2.0,1,164900,1374,0,0,0,1,1,40.379589700000004,-3.7050464
1491,2005,19737,90.0,3,1.0,0,163000,1811,0,0,1,1,0,40.37542070000001,-3.6958481
1492,2006,19736,90.0,4,1.0,2,150000,1667,0,0,1,1,0,40.37542070000001,-3.6958481
1493,2007,19735,88.0,2,2.0,1,240000,2727,0,0,1,1,1,40.3675425,-3.6880398999999997
1494,2008,19734,82.0,3,1.0,5,128000,1561,0,0,0,0,0,40.368178,-3.6887851
1495,2009,19733,65.0,2,1.0,1,109000,1677,0,0,0,0,0,40.38375870000001,-3.7047849000000004
1496,2010,19732,80.0,3,1.0,2,129189,1615,0,0,0,1,0,40.382054499999995,-3.6987753
1497,2011,19731,98.0,3,2.0,2,166763,1702,0,0,1,1,0,40.3728374,-3.71273
1498,2012,19730,111.0,3,2.0,2,182000,1640,0,0,0,1,0,40.368249,-3.7060664999999986
1499,2013,19729,88.0,2,1.0,6,229000,2602,0,0,1,1,1,40.3664821,-3.695176099999999
1500,2015,19727,180.0,3,2.0,0,260000,1444,0,0,0,1,1,40.3728476,-3.691528899999999
1501,2018,19724,70.0,3,1.0,4,133000,1900,0,0,0,1,0,40.3866264,-3.7033055
1502,2019,19723,55.0,2,1.0,2,129000,2345,0,0,0,1,0,40.381510399999996,-3.7080925000000002
1503,2021,19721,62.0,3,1.0,2,118000,1903,0,0,1,1,0,40.384283200000006,-3.7157557999999997
1504,2022,19720,52.0,3,1.0,3,110000,2115,0,0,0,1,0,40.38375870000001,-3.7047849000000004
1505,2023,19719,50.0,1,1.0,1,138000,2760,0,0,0,1,0,40.38549329999999,-3.7089324
1506,2025,19717,74.0,3,1.0,3,125000,1689,0,0,0,0,0,40.3856615,-3.7008987
1507,2026,19716,50.0,1,1.0,1,138000,2760,1,0,0,1,0,40.386475,-3.7020046000000004
1508,2027,19715,62.0,2,1.0,0,198000,3194,0,0,0,0,0,40.3844781,-3.7076772000000005
1509,2028,19714,59.0,1,1.0,1,193000,3271,0,0,0,1,0,40.3844781,-3.7076772000000005
1510,2029,19713,78.0,2,1.0,1,220000,2821,0,0,0,1,0,40.3844781,-3.7076772000000005
1511,2030,19712,87.0,3,1.0,2,220000,2529,0,0,0,1,0,40.3844781,-3.7076772000000005
1512,2031,19711,127.0,4,2.0,2,165000,1299,0,0,0,1,0,40.36889,-3.69915
1513,2032,19710,70.0,3,1.0,3,139000,1986,0,0,0,1,0,40.3818838,-3.699938
1514,2033,19709,50.0,2,1.0,4,106050,2121,1,0,0,1,0,40.38604369999999,-3.7142932999999996
1515,2034,19708,60.0,2,1.0,3,98000,1633,1,0,0,1,0,40.384759,-3.7055562999999996
1516,2035,19707,65.0,2,1.0,2,176000,2708,0,0,0,0,0,40.3922626,-3.7018125
1517,2037,19705,99.0,3,1.0,4,200000,2020,0,0,0,1,0,40.3870906,-3.7099375
1518,2038,19704,56.0,2,1.0,0,93000,1661,0,0,0,1,0,40.3805336,-3.7138822
1519,2039,19703,150.0,3,2.0,1,260000,1733,0,0,1,1,1,40.3699149,-3.7155928
1520,2041,19701,70.0,3,1.0,3,110000,1571,1,0,0,1,0,40.38044439999999,-3.7072732000000004
1521,2042,19700,90.0,3,2.0,7,280000,3111,0,0,1,1,1,40.3919234,-3.7038695
1522,2043,19699,120.0,3,2.0,3,245000,2042,0,0,1,1,1,40.3698075,-3.7158048999999997
1523,2044,19698,51.0,2,1.0,2,240000,4706,0,0,0,1,0,40.3868352,-3.7011361999999988
1524,2045,19697,75.0,2,1.0,0,138000,1840,0,0,1,1,0,40.3805336,-3.7138822
1525,2046,19696,114.0,3,2.0,6,190000,1667,0,0,1,1,0,40.3671908,-3.6987027
1526,2047,19695,111.0,3,2.0,0,208000,1874,1,0,0,1,0,40.385504600000004,-3.7017328999999997
1527,2048,19694,30.0,0,1.0,0,120000,4000,0,0,0,1,0,40.382743299999994,-3.7047038999999997
1528,2049,19693,66.0,3,1.0,2,146000,2212,0,0,0,1,0,40.37896129999999,-3.7117177000000003
1529,2050,19692,78.0,3,1.0,0,245000,3141,0,0,1,0,0,40.366452100000004,-3.7135132000000004
1530,2051,19691,126.0,3,2.0,1,350000,2778,0,0,1,1,1,40.3750289,-3.6958492
1531,2052,19690,77.0,3,1.0,2,165000,2143,0,0,0,1,0,40.38378,-3.7053815999999986
1532,2053,19689,45.0,2,1.0,3,125000,2778,0,0,0,1,0,40.384759,-3.7055562999999996
1533,2054,19688,123.0,2,1.0,1,186000,1512,0,0,1,1,1,40.3675425,-3.6880398999999997
1534,2055,19687,70.0,3,1.0,1,156000,2229,0,0,0,1,0,40.3821792,-3.703929
1535,2056,19686,52.0,2,1.0,2,109000,2096,0,0,0,1,0,40.38444519999999,-3.7087079
1536,2057,19685,97.0,3,1.0,2,159000,1639,0,0,0,1,0,40.3800177,-3.7115625
1537,2058,19684,65.0,2,1.0,2,140000,2154,0,0,0,1,0,40.3873463,-3.7106102
1538,2059,19683,55.0,1,1.0,1,159000,2891,0,0,1,1,0,40.382123799999995,-3.714522699999999
1539,2060,19682,68.0,3,1.0,4,115000,1691,0,0,0,1,0,40.373678399999996,-3.6907087999999995
1540,2061,19681,93.0,2,2.0,2,156000,1677,0,0,0,1,1,40.3670695,-3.7041752999999997
1541,2062,19680,66.0,3,1.0,2,145000,2197,0,0,1,0,0,40.38549329999999,-3.7089324
1542,2063,19679,120.0,2,2.0,7,300000,2500,0,0,1,1,1,40.3665279,-3.7158678
1543,2064,19678,95.0,3,2.0,6,390000,4105,0,0,1,1,1,40.366004600000004,-3.6951766000000004
1544,2065,19677,100.0,3,2.0,7,160000,1600,0,0,1,1,0,40.37014,-3.70747
1545,2066,19676,73.0,2,1.0,2,260000,3562,0,0,1,1,0,40.3867732,-3.6974627
1546,2067,19675,127.0,4,2.0,5,324000,2551,0,0,1,1,1,40.3668987,-3.7153068999999994
1547,2068,19674,127.0,4,2.0,5,324000,2551,0,0,1,1,1,40.366534400000006,-3.7157062999999995
1548,2069,19673,105.0,3,2.0,2,249999,2381,0,0,1,1,0,40.368178,-3.6887851
1549,2070,19672,61.0,2,1.0,4,125700,2061,0,0,0,0,0,40.381363799999995,-3.7043932999999996
1550,2071,19671,58.0,2,1.0,3,135000,2328,0,0,0,1,0,40.381480100000005,-3.7137233999999997
1551,2072,19670,70.0,2,1.0,1,160000,2286,0,0,0,0,1,40.38085230000001,-3.7091044
1552,2073,19669,128.0,4,2.0,3,275000,2148,0,0,1,1,1,40.367565500000005,-3.6865652
1553,2074,19668,110.0,3,1.0,1,290000,2636,0,0,1,1,0,40.38609410000001,-3.7044153
1554,2075,19667,91.0,4,1.0,2,225000,2473,0,0,1,0,0,40.3919234,-3.7038695
1555,2078,19664,118.0,4,2.0,1,355000,3008,0,0,1,1,1,40.3908869,-3.7031777000000003
1556,2079,19663,100.0,4,1.0,1,93000,930,1,0,0,0,0,40.3857928,-3.700145199999999
1557,2080,19662,45.0,0,1.0,1,135000,3000,0,0,0,1,0,40.3859191,-3.7041802
1558,2081,19661,70.0,2,1.0,1,165000,2357,0,0,1,1,0,40.3859536,-3.7078886
1559,2082,19660,76.0,2,1.0,1,169000,2224,0,0,0,1,0,40.3821446,-3.7047827000000004
1560,2084,19658,52.0,2,1.0,0,151900,2921,1,0,0,0,0,40.3874535,-3.7132725
1561,2085,19657,70.0,2,1.0,1,105000,1500,0,0,1,1,0,40.36748800000001,-3.6883163999999997
1562,2086,19656,45.0,2,1.0,0,115000,2556,0,0,0,1,0,40.38375870000001,-3.7047849000000004
1563,2087,19655,30.0,1,1.0,0,85000,2833,0,0,0,0,0,40.38375870000001,-3.7047849000000004
1564,2089,19653,105.0,3,1.0,3,240000,2286,0,0,1,1,0,40.3824081,-3.7076404000000003
1565,2091,19651,59.0,2,1.0,3,112000,1898,0,0,0,1,0,40.3794703,-3.7127242
1566,2092,19650,98.0,3,1.0,1,142000,1449,0,0,0,0,0,40.38345109999999,-3.7035476000000003
1567,2094,19648,57.0,3,1.0,4,127000,2228,0,0,0,0,0,40.3829006,-3.709479
1568,2095,19647,65.0,2,1.0,1,165000,2538,0,0,0,1,0,40.3844155,-3.7024682999999996
1569,2099,19643,95.0,2,1.0,2,385000,4053,0,0,1,1,1,40.3820137,-3.6954031
1570,2100,19642,85.0,4,1.0,3,184950,2176,0,0,0,1,0,40.3799039,-3.7128214999999996
1571,2101,19641,53.0,3,1.0,1,110000,2075,1,0,0,1,0,40.3824081,-3.7076404000000003
1572,2103,19639,137.0,3,2.0,3,245000,1788,0,0,1,1,1,40.368151399999995,-3.6875614000000003
1573,2104,19638,56.0,2,1.0,2,145000,2589,0,0,0,1,0,40.381547600000005,-3.7022857000000005
1574,2105,19637,60.0,3,1.0,2,119000,1983,0,0,0,1,0,40.378021399999994,-3.7129318
1575,2106,19636,146.0,3,2.0,2,250000,1712,0,0,1,1,1,40.3677139,-3.6877975
1576,2107,19635,115.0,4,2.0,1,215000,1870,1,0,0,1,0,40.380225700000004,-3.7050607
1577,2108,19634,131.0,3,2.0,0,246000,1878,0,0,1,1,0,40.3847723,-3.7084303999999997
1578,2109,19633,85.0,3,1.0,3,145000,1706,0,0,0,1,0,40.373357,-3.691972899999999
1579,2110,19632,123.0,4,2.0,3,315000,2561,0,0,1,1,1,40.3876154,-3.7121419
1580,2111,19631,87.0,3,1.0,2,300000,3448,0,0,1,1,0,40.392253499999995,-3.7047891
1581,2112,19630,140.0,5,2.0,2,307000,2193,0,0,0,1,0,40.3835318,-3.7058811
1582,2113,19629,71.0,2,1.0,1,200000,2817,0,0,0,1,0,40.3857412,-3.7106187000000004
1583,2114,19628,102.0,3,2.0,5,355000,3480,0,0,1,1,1,40.382724200000006,-3.697786499999999
1584,2115,19627,55.0,2,1.0,4,114500,2082,1,0,0,1,0,40.3854716,-3.7044842000000004
1585,2116,19626,100.0,4,2.0,0,190000,1900,1,0,1,0,0,40.3845296,-3.7048227999999996
1586,2117,19625,118.0,3,2.0,1,366400,3105,0,0,1,0,0,40.3852044,-3.7070996
1587,2118,19624,110.0,3,2.0,1,255000,2318,0,0,1,1,1,40.3727191,-3.6923633000000002
1588,2119,19623,41.0,3,1.0,1,105000,2561,1,0,0,1,0,40.38375870000001,-3.7047849000000004
1589,2120,19622,84.0,2,2.0,2,290000,3452,0,0,1,1,1,40.3863223,-3.6991343999999997
1590,2121,19621,68.0,2,1.0,1,199000,2926,0,0,1,1,0,40.3841719,-3.6958849999999996
1591,2122,19620,70.0,2,1.0,3,121500,1736,1,0,0,1,0,40.385126,-3.7042083
1592,2123,19619,90.0,2,1.0,9,169000,1878,0,0,1,1,1,40.373653499999996,-3.6890440000000004
1593,2124,19618,77.0,3,1.0,3,129900,1687,1,0,0,1,0,40.38743789999999,-3.709664
1594,2126,19616,50.0,2,1.0,1,95000,1900,1,0,0,1,0,40.381510399999996,-3.7080925000000002
1595,2127,19615,85.0,2,2.0,1,188999,2224,0,0,1,1,1,40.365109999999994,-3.70965
1596,2129,19613,50.0,0,1.0,0,128250,2565,0,0,0,1,0,40.3663477,-3.714446999999999
1597,2130,19612,87.0,3,1.0,3,155000,1782,0,0,0,1,1,40.379533200000004,-3.7152631
1598,2131,19611,120.0,4,2.0,1,170000,1417,0,0,0,1,0,40.3796725,-3.7045774999999987
1599,2132,19610,62.0,2,1.0,7,250000,4032,0,0,1,1,1,40.3668054,-3.7162515
1600,2133,19609,120.0,4,2.0,1,190000,1583,1,0,0,1,0,40.3837404,-3.7046246
1601,2134,19608,60.0,1,1.0,2,180000,3000,0,0,1,1,0,40.3884644,-3.7026986000000006
1602,2135,19607,67.0,1,1.0,2,220000,3284,0,0,1,1,1,40.3672484,-3.6912300000000005
1603,2136,19606,70.0,2,1.0,4,199000,2843,0,0,0,1,0,40.3883689,-3.7028475
1604,2137,19605,87.0,2,2.0,5,208000,2391,0,0,1,1,1,40.365938299999996,-3.7082917
1605,2139,19603,61.0,2,1.0,0,128000,2098,0,0,0,1,0,40.383819200000005,-3.7093422
1606,2140,19602,60.0,3,1.0,1,172000,2867,1,0,0,1,0,40.3874168,-3.7113644
1607,2141,19601,62.0,3,1.0,2,155000,2500,0,0,0,1,0,40.3876301,-3.7108571000000006
1608,2142,19600,66.0,3,1.0,1,168000,2545,1,0,0,1,0,40.3872434,-3.7098383000000004
1609,2148,19594,60.0,1,2.0,0,180000,3000,0,0,0,1,0,40.389934600000004,-3.7024827000000005
1610,2149,19593,59.0,3,1.0,4,132000,2237,0,0,0,1,0,40.3903329,-3.7059598
1611,2150,19592,80.0,3,1.0,0,160000,2000,1,0,0,1,0,40.3701979,-3.6969385999999997
1612,2151,19591,75.0,3,2.0,3,170000,2267,1,0,0,1,0,40.382796899999995,-3.7057161
1613,2152,19590,70.0,2,2.0,1,189000,2700,0,0,1,1,1,40.365109999999994,-3.70965
1614,2153,19589,57.0,2,1.0,2,110000,1930,0,0,0,1,0,40.3808521,-3.7053778
1615,2154,19588,80.0,2,1.0,3,440000,5500,0,0,1,1,0,40.388278299999996,-3.700165
1616,2156,19586,110.0,2,2.0,2,275000,2500,0,0,1,1,1,40.378968799999996,-3.6985193
1617,2157,19585,42.0,2,1.0,2,140000,3333,0,0,1,1,0,40.385887,-3.7140929
1618,2159,19583,100.0,3,2.0,1,190000,1900,1,0,0,1,0,40.3837404,-3.7046246
1619,2160,19582,87.0,2,1.0,2,199000,2287,0,0,0,1,0,40.383191100000005,-3.7096013999999995
1620,2161,19581,73.0,2,1.0,3,169900,2327,0,0,0,1,0,40.388374799999994,-3.7076278
1621,2162,19580,78.0,3,1.0,2,164000,2103,0,0,1,1,0,40.387965799999996,-3.7024362999999996
1622,2163,19579,100.0,3,2.0,8,360000,3600,0,0,1,1,1,40.37731429999999,-3.6930223
1623,2164,19578,62.0,3,1.0,1,130200,2100,0,0,0,0,0,40.38142819999999,-3.6998309999999988
1624,2165,19577,85.0,2,1.0,0,110000,1294,0,0,0,1,0,40.3687001,-3.7060480000000005
1625,2166,19576,92.0,2,2.0,5,245000,2663,0,0,1,1,1,40.3772929,-3.6932815999999997
1626,2167,19575,65.0,2,1.0,2,145000,2231,0,0,0,0,0,40.3837635,-3.7104788
1627,2168,19574,35.0,2,1.0,1,130000,3714,0,0,0,1,0,40.38461909999999,-3.7081182
1628,2169,19573,60.0,3,1.0,2,180000,3000,0,0,0,1,0,40.384204,-3.702563199999999
1629,2170,19572,105.0,2,2.0,3,300000,2857,0,0,1,1,0,40.382068,-3.707064
1630,2171,19571,47.0,2,1.0,1,115000,2447,0,0,0,0,0,40.381294,-3.7042262999999997
1631,2172,19570,80.0,3,1.0,3,143000,1788,0,0,0,1,0,40.3867579,-3.7135053
1632,2173,19569,75.0,3,1.0,1,127000,1693,1,0,0,1,0,40.3809625,-3.7144921
1633,2174,19568,62.0,1,1.0,1,157000,2532,0,0,1,1,0,40.387026399999996,-3.7150779000000003
1634,2175,19567,120.0,3,2.0,1,260000,2167,0,0,1,1,1,40.365770899999994,-3.6907443999999994
1635,2176,19566,62.0,2,1.0,3,150000,2419,0,0,1,1,0,40.3811049,-3.6980668
1636,2177,19565,78.0,2,1.0,7,269000,3449,0,0,1,1,1,40.36598,-3.7099
1637,2178,19564,60.0,2,1.0,4,110000,1833,0,0,0,1,0,40.381267,-3.7004821000000003
1638,2179,19563,95.0,3,1.0,7,230000,2421,0,0,1,1,0,40.370628700000005,-3.6972318
1639,2180,19562,86.0,2,2.0,5,225000,2616,0,0,1,1,0,40.365770899999994,-3.6907443999999994
1640,2181,19561,105.0,3,2.0,2,280000,2667,0,0,1,1,1,40.366290899999996,-3.6868432999999996
1641,2182,19560,64.0,2,1.0,1,210000,3281,0,0,0,1,1,40.3798068,-3.7139165999999997
1642,2186,19556,99.0,3,2.0,1,200000,2020,0,0,1,1,0,40.378968799999996,-3.6985193
1643,2187,19555,85.0,3,2.0,0,139900,1646,0,0,1,1,0,40.3857956,-3.7100163
1644,2188,19554,140.0,3,2.0,2,180000,1286,0,0,0,1,0,40.368455499999996,-3.7083801
1645,2190,19552,125.0,3,2.0,2,165000,1320,0,0,0,1,1,40.378350700000006,-3.7053528
1646,2191,19551,130.0,2,2.0,3,278000,2138,0,0,1,1,1,40.383811,-3.7049021
1647,2192,19550,68.0,3,1.0,2,146000,2147,0,0,0,1,0,40.383987100000006,-3.7114178
1648,2193,19549,70.0,2,1.0,2,160000,2286,0,0,0,1,0,40.3835617,-3.7039902999999996
1649,2194,19548,120.0,3,2.0,9,270000,2250,0,0,1,1,1,40.3741576,-3.6930092000000005
1650,2196,19546,55.0,2,1.0,3,90000,1636,1,0,0,0,0,40.3854716,-3.7044842000000004
1651,2197,19545,69.0,3,1.0,3,146000,2116,0,0,0,1,0,40.3870844,-3.7104383999999997
1652,2198,19544,47.0,2,1.0,3,124000,2638,0,0,0,1,0,40.369019200000004,-3.712335
1653,2199,19543,79.0,3,1.0,4,170000,2152,1,0,1,1,0,40.3791881,-3.699816999999999
1654,2200,19542,85.0,3,1.0,3,179800,2115,0,0,0,1,0,40.3860107,-3.7058631
1655,2202,19540,113.0,3,2.0,8,170000,1504,1,0,1,1,0,40.378877,-3.7072642
1656,2204,19538,115.0,3,2.0,7,150000,1304,0,0,1,1,0,40.3685786,-3.7084445
1657,2205,19537,80.0,3,1.0,2,132000,1650,0,0,0,1,0,40.379690100000005,-3.7136896
1658,2206,19536,115.0,3,2.0,2,175000,1522,0,0,1,1,0,40.3685786,-3.7084445
1659,2207,19535,43.0,2,1.0,1,130000,3023,0,0,0,1,0,40.3824081,-3.7076404000000003
1660,2213,19529,110.0,3,2.0,1,165000,1500,0,0,0,1,0,40.3692748,-3.7096565999999997
1661,2214,19528,80.0,3,1.0,1,129000,1612,0,0,1,1,0,40.3692567,-3.6886928
1662,2215,19527,80.0,3,1.0,1,129000,1612,1,0,0,1,0,40.37238120000001,-3.6918129
1663,2216,19526,122.0,4,2.0,6,320000,2623,0,0,1,1,1,40.366107299999996,-3.7095946000000004
1664,2217,19525,46.0,1,1.0,1,99999,2174,0,0,0,1,0,40.3837981,-3.7077961000000004
1665,2218,19524,95.0,3,1.0,3,190000,2000,0,0,1,1,0,40.369306099999996,-3.6912866
1666,2219,19523,120.0,3,2.0,1,148000,1233,0,0,0,1,0,40.37542070000001,-3.6958481
1667,2220,19522,120.0,3,2.0,1,355000,2958,0,0,1,1,1,40.3883453,-3.7036732000000003
1668,2221,19521,75.0,3,1.0,3,170000,2267,0,0,1,1,0,40.3915506,-3.7073004999999997
1669,2223,19519,80.0,3,1.0,3,175000,2188,0,0,0,1,0,40.3860999,-3.6995605000000005
1670,2225,19517,30.0,0,1.0,3,150000,5000,0,0,1,1,1,40.3806873,-3.6969470999999996
1671,2226,19516,72.0,2,1.0,1,141000,1958,0,0,1,1,0,40.3814108,-3.7119035000000005
1672,2227,19515,160.0,4,3.0,1,270000,1688,0,0,0,1,1,40.3818039,-3.7122565
1673,2228,19514,90.0,3,1.0,5,147990,1644,0,0,1,1,0,40.3685908,-3.6902318999999997
1674,2229,19513,110.0,0,2.0,0,120000,1091,0,0,0,1,0,40.3854716,-3.7044842000000004
1675,2233,19509,70.0,2,1.0,0,150000,2143,0,0,0,1,1,40.383815999999996,-3.7013642
1676,2234,19508,49.0,2,1.0,3,125000,2551,0,0,0,1,0,40.382551,-3.7024
1677,2235,19507,63.0,3,1.0,1,125000,1984,0,0,1,1,0,40.378620899999994,-3.7138898
1678,2236,19506,100.0,2,2.0,7,270000,2700,0,0,1,1,1,40.36616,-3.7159
1679,2237,19505,87.0,2,2.0,6,225000,2586,0,0,1,1,1,40.366021200000006,-3.7147324
1680,2239,19503,100.0,3,2.0,2,185000,1850,0,0,0,1,1,40.379370200000004,-3.7037861000000003
1681,2240,19502,98.0,3,1.0,1,142000,1449,1,0,0,1,0,40.3842737,-3.7034947999999996
1682,2242,19500,120.0,3,2.0,6,260000,2167,0,0,1,1,1,40.365109999999994,-3.70965
1683,2243,19499,70.0,4,1.0,3,154000,2200,0,0,0,0,0,40.385524100000005,-3.7116616000000002
1684,2244,19498,100.0,3,2.0,2,275000,2750,0,0,1,1,1,40.3681052,-3.688059999999999
1685,2245,19497,90.0,1,1.0,7,270000,3000,0,0,1,1,1,40.366534400000006,-3.7157062999999995
1686,2247,19495,110.0,3,2.0,9,270000,2455,0,0,1,1,1,40.3727191,-3.6923633000000002
1687,2249,19493,88.0,4,1.0,2,225000,2557,1,0,1,1,0,40.3919234,-3.7038695
1688,2250,19492,94.0,2,2.0,3,225000,2394,0,0,0,1,0,40.38549329999999,-3.7089324
1689,2251,19491,186.0,4,3.0,0,755000,4059,0,0,0,1,0,40.3841719,-3.6958849999999996
1690,2254,19488,102.0,2,1.0,0,93000,912,1,0,0,1,0,40.3854716,-3.7044842000000004
1691,2255,19487,77.0,3,1.0,2,138000,1792,0,0,0,1,0,40.3879453,-3.7018253
