,id,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking,coordinates
9925,11817,139.0,3,2.0,2,538900,3877,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9926,11816,139.0,3,2.0,1,597800,4301,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9927,11815,139.0,3,2.0,3,537200,3865,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9928,11814,139.0,3,2.0,3,537000,3863,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9929,11813,138.0,3,2.0,1,593000,4297,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9930,11812,114.0,2,2.0,7,444400,3898,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9931,11811,114.0,2,2.0,6,439400,3854,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9932,11810,114.0,2,2.0,5,434400,3811,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9933,11809,114.0,2,2.0,4,429400,3767,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9934,11808,114.0,2,2.0,3,424400,3723,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9935,11807,138.0,3,2.0,3,536300,3886,False,True,True,True,True,"{'lat': 40.4928618, 'lng': -3.6129181}"
9936,11806,62.0,2,1.0,Bajo,187000,3016,True,False,True,True,False,"{'lat': 40.4811846, 'lng': -3.6584225}"
9937,11805,176.0,4,2.0,1,767800,4362,False,True,True,,True,"{'lat': 40.482641, 'lng': -3.6163346}"
9938,11804,147.0,3,3.0,Bajo,789650,5372,False,True,True,True,True,"{'lat': 40.5010105, 'lng': -3.6566543}"
9939,11803,172.0,4,3.0,1,770750,4481,False,True,True,True,True,"{'lat': 40.5010105, 'lng': -3.6566543}"
9940,11802,166.0,4,3.0,1,763650,4600,False,True,True,True,True,"{'lat': 40.5010105, 'lng': -3.6566543}"
9941,11801,152.0,4,3.0,Bajo,817550,5379,False,True,True,True,True,"{'lat': 40.5010105, 'lng': -3.6566543}"
9942,11800,170.0,4,3.0,1,757550,4456,False,True,True,True,True,"{'lat': 40.5010105, 'lng': -3.6566543}"
9943,11799,169.0,4,3.0,5,778450,4606,False,True,True,True,True,"{'lat': 40.5010105, 'lng': -3.6566543}"
9944,11798,169.0,4,3.0,4,773450,4577,False,True,True,True,True,"{'lat': 40.5010105, 'lng': -3.6566543}"
9945,11797,174.0,4,3.0,1,794000,4563,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9948,11794,153.0,3,2.0,5,570000,3725,False,False,True,True,True,"{'lat': 40.482641, 'lng': -3.6163346}"
9949,11793,183.0,4,3.0,1,950000,5191,False,False,True,True,True,"{'lat': 40.4564726, 'lng': -3.6181407}"
9953,11789,65.0,3,1.0,2,170000,2615,True,False,False,True,False,"{'lat': 40.47807, 'lng': -3.66389}"
9954,11788,215.0,3,2.0,8,599000,2786,False,False,True,True,True,"{'lat': 40.4937026, 'lng': -3.6163573}"
9956,11786,209.0,4,3.0,2,730000,3493,False,False,True,True,True,"{'lat': 40.4860063, 'lng': -3.6703088}"
9957,11785,64.0,0,1.0,3,271078,4236,False,False,True,True,True,"{'lat': 40.46328949999999, 'lng': -3.6489528}"
9958,11784,122.0,3,2.0,2,495000,4057,False,False,True,True,True,"{'lat': 40.497741, 'lng': -3.652276999999999}"
9959,11783,78.0,2,2.0,1,220000,2821,True,False,True,True,True,"{'lat': 40.4709067, 'lng': -3.6424655}"
9960,11782,115.0,2,2.0,2,495000,4304,False,False,True,True,True,"{'lat': 40.46701669999999, 'lng': -3.658032}"
9961,11781,70.0,1,1.0,1,375000,5357,False,False,True,True,True,"{'lat': 40.49133, 'lng': -3.66166}"
9962,11780,53.0,2,1.0,5,145000,2736,False,False,False,True,False,"{'lat': 40.47114699999999, 'lng': -3.6519862}"
9963,11779,87.0,3,1.0,7,260000,2989,False,False,True,True,False,"{'lat': 40.4675187, 'lng': -3.6356028}"
9964,11778,113.0,3,2.0,4,540000,4779,False,False,True,True,True,"{'lat': 40.4932473, 'lng': -3.6178343}"
9965,11777,119.0,3,2.0,Bajo,369900,3108,False,False,True,True,False,"{'lat': 40.4635509, 'lng': -3.6460633}"
9966,11776,110.0,2,2.0,1,339000,3082,False,False,True,True,True,"{'lat': 40.4792527, 'lng': -3.6324487}"
9967,11775,136.0,4,2.0,2,499000,3669,False,False,True,True,True,"{'lat': 40.4911196, 'lng': -3.6561826}"
9968,11774,280.0,3,3.0,5,1250000,4464,False,False,True,True,True,"{'lat': 40.457071, 'lng': -3.625840999999999}"
9969,11773,107.0,3,2.0,1,350000,3271,False,False,True,True,False,"{'lat': 40.4774093, 'lng': -3.6298745}"
9970,11772,501.0,5,5.0,,995000,1986,False,False,,,True,"{'lat': 40.4672715, 'lng': -3.6505369}"
9971,11771,32.0,0,1.0,1,259000,8094,False,False,True,True,True,"{'lat': 40.4952804, 'lng': -3.654815}"
9972,11770,82.0,3,1.0,6,235000,2866,False,False,True,True,False,"{'lat': 40.46715349999999, 'lng': -3.6540181}"
9973,11769,190.0,4,3.0,1,695000,3658,False,False,True,True,True,"{'lat': 40.4919489, 'lng': -3.660665599999999}"
9974,11768,177.0,4,3.0,1,826000,4667,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9975,11767,176.0,4,3.0,3,826000,4693,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9976,11766,138.0,3,2.0,3,696000,5043,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9977,11765,141.0,3,2.0,Bajo,704000,4993,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9978,11764,137.0,3,2.0,4,685000,5000,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9979,11763,139.0,3,2.0,3,675000,4856,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9980,11762,137.0,3,2.0,5,675000,4927,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9981,11761,109.0,2,2.0,Bajo,556000,5101,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9982,11760,137.0,3,2.0,5,660000,4818,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9983,11759,138.0,3,2.0,3,666000,4826,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9984,11758,137.0,3,2.0,3,670000,4891,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9985,11757,138.0,3,2.0,4,671000,4862,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9986,11756,115.0,2,2.0,Bajo,588000,5113,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9987,11755,137.0,3,2.0,6,675000,4927,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9988,11754,138.0,3,2.0,2,661000,4790,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9989,11753,137.0,3,2.0,4,670000,4891,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9990,11752,140.0,3,2.0,1,666000,4757,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9991,11751,140.0,3,2.0,2,671000,4793,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9992,11750,138.0,3,2.0,3,686000,4971,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9993,11749,180.0,4,3.0,1,893600,4964,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9994,11748,108.0,2,2.0,2,530000,4907,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9995,11747,138.0,3,2.0,4,691000,5007,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9996,11746,137.0,3,2.0,6,680000,4964,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9997,11745,138.0,3,2.0,5,696000,5043,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9998,11744,111.0,2,2.0,1,539000,4856,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
9999,11743,138.0,3,2.0,1,656000,4754,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
10000,11742,110.0,2,2.0,Bajo,556000,5055,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
10001,11741,111.0,2,2.0,2,527000,4748,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
10002,11740,116.0,2,2.0,Bajo,607000,5233,False,True,True,True,False,"{'lat': 40.4916435, 'lng': -3.6637903}"
10003,11739,81.0,3,2.0,1,280000,3457,False,False,True,True,True,"{'lat': 40.4675187, 'lng': -3.6356028}"
10006,11736,37.0,0,1.0,1,125000,3378,False,False,True,True,False,"{'lat': 40.45903939999999, 'lng': -3.6448059}"
10007,11735,150.0,4,2.0,3,585000,3900,False,False,True,True,True,"{'lat': 40.4532044, 'lng': -3.6162644}"
10009,11733,256.0,4,5.0,,1790000,6992,False,True,True,True,True,"{'lat': 40.45043310000001, 'lng': -3.6432882}"
