,id,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,has_lift,is_exterior,has_parking,coordinates
2154,19588,80.0,2,1.0,3,440000,5500,False,False,True,True,False,"{'lat': 40.3882783, 'lng': -3.700165}"
2156,19586,110.0,2,2.0,2,275000,2500,False,False,True,True,True,"{'lat': 40.3789688, 'lng': -3.6985193}"
2157,19585,42.0,2,1.0,2,140000,3333,False,False,True,True,False,"{'lat': 40.385887, 'lng': -3.7140929}"
2159,19583,100.0,3,2.0,1,190000,1900,True,False,False,True,False,"{'lat': 40.3837404, 'lng': -3.7046246}"
2160,19582,87.0,2,1.0,2,199000,2287,False,False,False,True,False,"{'lat': 40.3831911, 'lng': -3.7096014}"
2161,19581,73.0,2,1.0,3,169900,2327,False,False,False,True,False,"{'lat': 40.3883748, 'lng': -3.7076278}"
2162,19580,78.0,3,1.0,2,164000,2103,False,False,True,True,False,"{'lat': 40.3879658, 'lng': -3.7024363}"
2163,19579,100.0,3,2.0,8,360000,3600,False,False,True,True,True,"{'lat': 40.37731429999999, 'lng': -3.6930223}"
2164,19578,62.0,3,1.0,1,130200,2100,False,False,False,False,False,"{'lat': 40.38142819999999, 'lng': -3.699830999999999}"
2165,19577,85.0,2,1.0,Bajo,110000,1294,False,False,False,True,False,"{'lat': 40.3687001, 'lng': -3.706048}"
2166,19576,92.0,2,2.0,5,245000,2663,False,False,True,True,True,"{'lat': 40.3772929, 'lng': -3.6932816}"
2167,19575,65.0,2,1.0,2,145000,2231,False,False,False,False,False,"{'lat': 40.3837635, 'lng': -3.7104788}"
2168,19574,35.0,2,1.0,1,130000,3714,False,False,False,True,False,"{'lat': 40.38461909999999, 'lng': -3.7081182}"
2169,19573,60.0,3,1.0,2,180000,3000,False,False,False,True,False,"{'lat': 40.384204, 'lng': -3.702563199999999}"
2170,19572,105.0,2,2.0,3,300000,2857,False,False,True,True,False,"{'lat': 40.382068, 'lng': -3.707064}"
2171,19571,47.0,2,1.0,1,115000,2447,False,False,False,False,False,"{'lat': 40.381294, 'lng': -3.7042263}"
2172,19570,80.0,3,1.0,3,143000,1788,False,False,False,True,False,"{'lat': 40.3867579, 'lng': -3.7135053}"
2173,19569,75.0,3,1.0,1,127000,1693,True,False,False,True,False,"{'lat': 40.3809625, 'lng': -3.7144921}"
2174,19568,62.0,1,1.0,1,157000,2532,False,False,True,True,False,"{'lat': 40.3870264, 'lng': -3.7150779}"
2175,19567,120.0,3,2.0,1,260000,2167,False,False,True,True,True,"{'lat': 40.3657709, 'lng': -3.6907444}"
2176,19566,62.0,2,1.0,3,150000,2419,False,False,True,True,False,"{'lat': 40.3811049, 'lng': -3.6980668}"
2177,19565,78.0,2,1.0,7,269000,3449,False,False,True,True,True,"{'lat': 40.36598, 'lng': -3.7099}"
2178,19564,60.0,2,1.0,4,110000,1833,False,False,False,True,False,"{'lat': 40.381267, 'lng': -3.7004821}"
2179,19563,95.0,3,1.0,7,230000,2421,False,False,True,True,False,"{'lat': 40.3706287, 'lng': -3.6972318}"
2180,19562,86.0,2,2.0,5,225000,2616,False,False,True,True,False,"{'lat': 40.3657709, 'lng': -3.6907444}"
2181,19561,105.0,3,2.0,2,280000,2667,False,False,True,True,True,"{'lat': 40.3662909, 'lng': -3.6868433}"
2182,19560,64.0,2,1.0,1,210000,3281,False,False,False,True,True,"{'lat': 40.3798068, 'lng': -3.7139166}"
2186,19556,99.0,3,2.0,1,200000,2020,False,False,True,True,False,"{'lat': 40.3789688, 'lng': -3.6985193}"
2187,19555,85.0,3,2.0,Bajo,139900,1646,False,False,True,True,False,"{'lat': 40.3857956, 'lng': -3.7100163}"
2188,19554,140.0,3,2.0,2,180000,1286,False,False,False,True,False,"{'lat': 40.3684555, 'lng': -3.7083801}"
2190,19552,125.0,3,2.0,2,165000,1320,False,False,False,True,True,"{'lat': 40.3783507, 'lng': -3.7053528}"
2191,19551,130.0,2,2.0,3,278000,2138,False,False,True,True,True,"{'lat': 40.383811, 'lng': -3.7049021}"
2192,19550,68.0,3,1.0,2,146000,2147,False,False,False,True,False,"{'lat': 40.3839871, 'lng': -3.7114178}"
2193,19549,70.0,2,1.0,2,160000,2286,False,False,False,True,False,"{'lat': 40.3835617, 'lng': -3.7039903}"
2194,19548,120.0,3,2.0,9,270000,2250,False,False,True,True,True,"{'lat': 40.3741576, 'lng': -3.6930092}"
2196,19546,55.0,2,1.0,3,90000,1636,True,False,False,False,False,"{'lat': 40.3854716, 'lng': -3.7044842}"
2197,19545,69.0,3,1.0,3,146000,2116,False,False,False,True,False,"{'lat': 40.3870844, 'lng': -3.7104384}"
2198,19544,47.0,2,1.0,3,124000,2638,False,False,False,True,False,"{'lat': 40.3690192, 'lng': -3.712335}"
2199,19543,79.0,3,1.0,4,170000,2152,True,False,True,True,False,"{'lat': 40.3791881, 'lng': -3.699816999999999}"
2200,19542,85.0,3,1.0,3,179800,2115,False,False,False,True,False,"{'lat': 40.3860107, 'lng': -3.7058631}"
2201,19541,90.0,3,2.0,,220000,2444,False,False,,,False,"{'lat': 40.36843229999999, 'lng': -3.7176614}"
2202,19540,113.0,3,2.0,8,170000,1504,True,False,True,True,False,"{'lat': 40.378877, 'lng': -3.7072642}"
2204,19538,115.0,3,2.0,7,150000,1304,False,False,True,True,False,"{'lat': 40.3685786, 'lng': -3.7084445}"
2205,19537,80.0,3,1.0,2,132000,1650,False,False,False,True,False,"{'lat': 40.3796901, 'lng': -3.7136896}"
2206,19536,115.0,3,2.0,2,175000,1522,False,False,True,True,False,"{'lat': 40.3685786, 'lng': -3.7084445}"
2207,19535,43.0,2,1.0,1,130000,3023,False,False,,True,False,"{'lat': 40.3824081, 'lng': -3.7076404}"
2210,19532,80.0,3,1.0,,119470,1493,False,False,False,,False,"{'lat': 40.38412340000001, 'lng': -3.6992076}"
2213,19529,110.0,3,2.0,1,165000,1500,False,False,False,True,False,"{'lat': 40.3692748, 'lng': -3.7096566}"
2214,19528,80.0,3,1.0,1,129000,1612,False,False,True,True,False,"{'lat': 40.3692567, 'lng': -3.6886928}"
2215,19527,80.0,3,1.0,1,129000,1612,True,False,False,True,False,"{'lat': 40.3723812, 'lng': -3.6918129}"
2216,19526,122.0,4,2.0,6,320000,2623,False,False,True,True,True,"{'lat': 40.3661073, 'lng': -3.7095946}"
2217,19525,46.0,1,1.0,1,99999,2174,False,False,False,True,False,"{'lat': 40.3837981, 'lng': -3.7077961}"
2218,19524,95.0,3,1.0,3,190000,2000,False,False,True,True,False,"{'lat': 40.3693061, 'lng': -3.6912866}"
2219,19523,120.0,3,2.0,1,148000,1233,False,False,False,True,False,"{'lat': 40.3754207, 'lng': -3.6958481}"
2220,19522,120.0,3,2.0,1,355000,2958,False,False,True,True,True,"{'lat': 40.3883453, 'lng': -3.7036732}"
2221,19521,75.0,3,1.0,3,170000,2267,False,False,True,True,False,"{'lat': 40.3915506, 'lng': -3.7073005}"
2222,19520,70.0,2,1.0,,114000,1629,False,False,False,,False,"{'lat': 40.38571719999999, 'lng': -3.7116629}"
2223,19519,80.0,3,1.0,3,175000,2188,False,False,False,True,False,"{'lat': 40.3860999, 'lng': -3.6995605}"
2224,19518,120.0,3,1.0,,270000,2250,False,False,,,False,"{'lat': 40.3704888, 'lng': -3.6907574}"
2225,19517,30.0,0,1.0,3,150000,5000,False,,True,True,True,"{'lat': 40.3806873, 'lng': -3.6969471}"
2226,19516,72.0,2,1.0,1,141000,1958,False,False,True,True,False,"{'lat': 40.3814108, 'lng': -3.7119035}"
2227,19515,160.0,4,3.0,1,270000,1688,False,False,False,True,True,"{'lat': 40.3818039, 'lng': -3.7122565}"
2228,19514,90.0,3,1.0,5,147990,1644,False,False,True,True,False,"{'lat': 40.3685908, 'lng': -3.6902319}"
2229,19513,110.0,0,2.0,Bajo,120000,1091,False,False,False,True,False,"{'lat': 40.3854716, 'lng': -3.7044842}"
2232,19510,46.0,1,1.0,,140500,3054,False,,False,,False,"{'lat': 40.3854716, 'lng': -3.7044842}"
2233,19509,70.0,2,1.0,Bajo,150000,2143,False,False,False,True,True,"{'lat': 40.383816, 'lng': -3.7013642}"
2234,19508,49.0,2,1.0,3,125000,2551,False,False,False,True,False,"{'lat': 40.382551, 'lng': -3.7024}"
2235,19507,63.0,3,1.0,1,125000,1984,False,False,True,True,False,"{'lat': 40.3786209, 'lng': -3.7138898}"
2236,19506,100.0,2,2.0,7,270000,2700,False,False,True,True,True,"{'lat': 40.36616, 'lng': -3.7159}"
2237,19505,87.0,2,2.0,6,225000,2586,False,False,True,True,True,"{'lat': 40.3660212, 'lng': -3.7147324}"
2239,19503,100.0,3,2.0,2,185000,1850,False,False,False,True,True,"{'lat': 40.3793702, 'lng': -3.7037861}"
2240,19502,98.0,3,1.0,1,142000,1449,True,False,,True,False,"{'lat': 40.3842737, 'lng': -3.7034948}"
2242,19500,120.0,3,2.0,6,260000,2167,False,False,True,True,True,"{'lat': 40.36511, 'lng': -3.70965}"
2243,19499,70.0,4,1.0,3,154000,2200,False,False,False,False,False,"{'lat': 40.3855241, 'lng': -3.7116616}"
2244,19498,100.0,3,2.0,2,275000,2750,False,False,True,True,True,"{'lat': 40.3681052, 'lng': -3.688059999999999}"
2245,19497,90.0,1,1.0,7,270000,3000,False,False,True,True,True,"{'lat': 40.36653440000001, 'lng': -3.7157063}"
2247,19495,110.0,3,2.0,9,270000,2455,False,False,True,True,True,"{'lat': 40.3727191, 'lng': -3.6923633}"
2249,19493,88.0,4,1.0,2,225000,2557,True,False,True,True,False,"{'lat': 40.3919234, 'lng': -3.7038695}"
2250,19492,94.0,2,2.0,3,225000,2394,False,False,False,True,False,"{'lat': 40.3854933, 'lng': -3.7089324}"
2251,19491,186.0,4,3.0,Bajo,755000,4059,False,False,,True,False,"{'lat': 40.3841719, 'lng': -3.695885}"
2254,19488,102.0,2,1.0,Bajo,93000,912,True,False,False,True,False,"{'lat': 40.3854716, 'lng': -3.7044842}"
2255,19487,77.0,3,1.0,2,138000,1792,False,False,False,True,False,"{'lat': 40.3879453, 'lng': -3.7018253}"
2256,19486,70.0,2,1.0,4,114000,1629,True,False,False,,False,"{'lat': 40.38571719999999, 'lng': -3.7116629}"
2257,19485,65.0,3,1.0,3,147000,2262,False,False,False,False,False,"{'lat': 40.3824081, 'lng': -3.7076404}"
2258,19484,65.0,3,1.0,2,113000,1738,False,False,True,True,False,"{'lat': 40.37062969999999, 'lng': -3.6978646}"
2259,19483,68.0,2,1.0,2,125000,1838,False,False,True,True,False,"{'lat': 40.3805475, 'lng': -3.6989581}"
2260,19482,85.0,3,1.0,1,127000,1494,True,False,False,True,False,"{'lat': 40.3809276, 'lng': -3.7138831}"
2261,19481,64.0,3,1.0,2,122000,1906,False,False,True,True,False,"{'lat': 40.3842832, 'lng': -3.7157558}"
2262,19480,74.0,3,1.0,4,139900,1891,False,False,False,True,False,"{'lat': 40.37042, 'lng': -3.69472}"
2263,19479,100.0,3,2.0,2,182000,1820,False,False,True,True,False,"{'lat': 40.3671908, 'lng': -3.6987027}"
2264,19478,118.0,3,2.0,4,165000,1398,False,False,True,True,False,"{'lat': 40.3699149, 'lng': -3.7155928}"
2265,19477,67.0,3,1.0,Bajo,125000,1866,False,False,True,False,False,"{'lat': 40.3813709, 'lng': -3.7136809}"
2266,19476,70.0,2,,4,114000,1629,True,False,False,,False,"{'lat': 40.3855241, 'lng': -3.7116616}"
2267,19475,180.0,4,3.0,,300000,1667,False,False,,,True,"{'lat': 40.3837255, 'lng': -3.7107874}"
2268,19474,90.0,3,2.0,7,280000,3111,False,False,True,True,True,"{'lat': 40.3894643, 'lng': -3.7006817}"
2272,19470,114.0,3,2.0,,189000,1658,False,False,,,False,"{'lat': 10.3932277, 'lng': -75.4832311}"
2273,19469,170.0,4,2.0,6,589999,3471,False,False,True,True,True,"{'lat': 40.3862, 'lng': -3.6984}"
2279,19463,90.0,2,1.0,2,165000,1833,False,False,False,True,False,"{'lat': 40.382174, 'lng': -3.7091341}"
2280,19462,77.0,3,1.0,5,155000,2013,False,False,True,True,False,"{'lat': 40.390108, 'lng': -3.7110737}"
2281,19461,78.0,3,1.0,1,135000,1731,False,False,True,True,False,"{'lat': 40.3691687, 'lng': -3.6919087}"
2282,19460,114.0,4,2.0,1,215000,1886,False,False,False,True,False,"{'lat': 40.3802413, 'lng': -3.7047349}"
2283,19459,60.0,0,1.0,Bajo,113000,1883,False,False,False,True,False,"{'lat': 40.3757416, 'lng': -3.690770699999999}"
2285,19457,90.0,2,2.0,1,250000,2778,False,False,True,True,True,"{'lat': 40.3790911, 'lng': -3.6913659}"
2286,19456,118.0,3,2.0,5,519000,4398,False,False,True,True,True,"{'lat': 40.3840718, 'lng': -3.6957893}"
2287,19455,59.0,2,1.0,1,119000,2017,False,False,True,True,False,"{'lat': 40.3757416, 'lng': -3.690770699999999}"
2288,19454,109.0,3,2.0,7,113000,1037,False,False,True,True,False,"{'lat': 40.36987999999999, 'lng': -3.717122}"
2289,19453,196.0,3,2.0,3,320000,1633,False,False,False,True,True,"{'lat': 40.3860174, 'lng': -3.710217}"
2290,19452,85.0,3,1.0,1,128000,1506,False,False,False,True,False,"{'lat': 40.3799242, 'lng': -3.6982132}"
2291,19451,90.0,2,2.0,3,225000,2500,False,False,True,True,True,"{'lat': 40.3654072, 'lng': -3.6905181}"
2292,19450,111.0,3,2.0,4,235000,2117,False,False,True,True,False,"{'lat': 40.3877508, 'lng': -3.7124463}"
2293,19449,85.0,2,1.0,5,106700,1255,False,False,True,True,True,"{'lat': 40.3661137, 'lng': -3.6866639}"
2294,19448,149.0,3,2.0,5,279000,1872,False,False,True,True,True,"{'lat': 40.3664547, 'lng': -3.6878276}"
2295,19447,52.0,2,1.0,Bajo,107000,2058,True,False,False,,False,"{'lat': 40.3883001, 'lng': -3.7137067}"
2296,19446,61.0,1,1.0,Entreplanta exterior,171900,2818,False,False,True,True,False,"{'lat': 40.3835997, 'lng': -3.7085103}"
2297,19445,88.0,2,2.0,3,250000,2841,False,False,True,True,True,"{'lat': 40.36543090000001, 'lng': -3.6897607}"
2299,19443,94.0,3,2.0,3,249600,2655,False,False,True,True,True,"{'lat': 40.384484, 'lng': -3.7098908}"
2300,19442,75.0,1,1.0,9,276000,3680,False,False,True,True,True,"{'lat': 40.37784329999999, 'lng': -3.6928482}"
2301,19441,70.0,2,1.0,7,250000,3571,False,False,True,True,True,"{'lat': 40.3681052, 'lng': -3.688059999999999}"
2302,19440,96.0,3,2.0,2,215000,2240,False,False,True,True,True,"{'lat': 40.3876221, 'lng': -3.7135814}"
2303,19439,82.0,3,1.0,Bajo,165000,2012,False,False,True,True,False,"{'lat': 40.3797731, 'lng': -3.7179326}"
2304,19438,105.0,2,2.0,1,216000,2057,False,False,True,True,True,"{'lat': 40.3675425, 'lng': -3.6880399}"
2305,19437,140.0,3,2.0,1,263000,1879,False,False,True,True,True,"{'lat': 40.3670755, 'lng': -3.7167502}"
2306,19436,126.0,3,2.0,1,260000,2063,False,False,True,True,True,"{'lat': 40.3661137, 'lng': -3.6866639}"
2307,19435,80.0,3,1.0,2,195000,2438,False,False,True,True,False,"{'lat': 40.3850827, 'lng': -3.7172975}"
2308,19434,80.0,3,1.0,2,195000,2438,False,False,True,True,False,"{'lat': 40.385176, 'lng': -3.7144909}"
2309,19433,98.0,3,2.0,5,170000,1735,False,False,True,True,False,"{'lat': 40.3790066, 'lng': -3.7138206}"
2310,19432,72.0,2,1.0,2,130000,1806,False,False,False,True,False,"{'lat': 40.3859648, 'lng': -3.7023599}"
2311,19431,98.0,3,1.0,1,142000,1449,False,False,False,True,False,"{'lat': 40.38345109999999, 'lng': -3.7035476}"
2312,19430,50.0,2,1.0,2,130000,2600,False,False,False,True,False,"{'lat': 40.38618230000001, 'lng': -3.7153292}"
2313,19429,74.0,3,1.0,3,125000,1689,False,,False,,False,"{'lat': 40.3856615, 'lng': -3.7008987}"
2314,19428,25.0,0,1.0,4,97000,3880,False,False,False,True,False,"{'lat': 40.38691910000001, 'lng': -3.7022461}"
2315,19427,116.0,3,2.0,8,160000,1379,False,False,True,True,False,"{'lat': 40.3699149, 'lng': -3.7155928}"
2316,19426,45.0,0,1.0,1,130000,2889,False,False,True,True,False,"{'lat': 40.3809276, 'lng': -3.7138831}"
2317,19425,99.0,4,1.0,1,150000,1515,False,False,False,True,False,"{'lat': 40.3818039, 'lng': -3.7122565}"
2318,19424,65.0,2,1.0,Bajo,106000,1631,True,False,False,False,False,"{'lat': 40.3801875, 'lng': -3.7073141}"
2319,19423,144.0,3,2.0,3,350000,2431,False,False,True,True,False,"{'lat': 40.3922626, 'lng': -3.7018125}"
2320,19422,90.0,3,1.0,Bajo,170000,1889,False,False,False,True,False,"{'lat': 40.3687321, 'lng': -3.6890018}"
2321,19421,110.0,4,2.0,1,135000,1227,True,False,False,True,False,"{'lat': 40.3754207, 'lng': -3.6958481}"
2322,19420,135.0,3,2.0,6,260000,1926,False,False,True,True,True,"{'lat': 40.36558400000001, 'lng': -3.709774}"
2323,19419,74.0,3,1.0,5,113400,1532,False,,False,,False,"{'lat': 40.37948009999999, 'lng': -3.6990461}"
2324,19418,67.0,3,1.0,3,138900,2073,False,False,False,,False,"{'lat': 40.3818838, 'lng': -3.699938}"
2325,19417,95.0,3,1.0,Entreplanta exterior,129900,1367,True,False,False,True,False,"{'lat': 40.3837587, 'lng': -3.7047849}"
2326,19416,78.0,3,1.0,Bajo,130000,1667,False,False,False,True,False,"{'lat': 40.3811452, 'lng': -3.7161596}"
2327,19415,50.0,0,1.0,Bajo,99900,1998,False,False,False,True,False,"{'lat': 40.3666231, 'lng': -3.715565499999999}"
2328,19414,63.0,3,1.0,3,139000,2206,True,False,True,True,False,"{'lat': 40.38345109999999, 'lng': -3.7035476}"
2329,19413,81.0,4,1.0,3,182260,2250,False,False,False,True,False,"{'lat': 40.4130932, 'lng': -3.7234566}"
2331,19411,98.0,3,1.0,1,142000,1449,True,False,False,True,False,"{'lat': 40.38345109999999, 'lng': -3.7035476}"
2332,19410,135.0,3,2.0,3,149000,1104,True,False,False,True,False,"{'lat': 40.370907, 'lng': -3.7068144}"
2333,19409,125.0,4,2.0,4,295000,2360,False,False,True,True,True,"{'lat': 40.3875672, 'lng': -3.7113211}"
2334,19408,60.0,2,1.0,2,120000,2000,False,False,False,True,False,"{'lat': 40.38710409999999, 'lng': -3.7004113}"
2335,19407,110.0,3,2.0,Bajo,179000,1627,False,False,True,True,True,"{'lat': 40.3655918, 'lng': -3.6858305}"
2337,19405,73.0,3,1.0,3,130000,1781,False,False,False,True,False,"{'lat': 40.38743789999999, 'lng': -3.709664}"
2338,19404,90.0,3,2.0,6,390000,4333,False,False,True,True,False,"{'lat': 40.36557519999999, 'lng': -3.6954837}"
2339,19403,80.0,1,1.0,,129189,1615,False,False,False,,False,"{'lat': 40.3820545, 'lng': -3.6987753}"
2341,19401,73.0,3,1.0,3,130000,1781,False,False,False,True,False,"{'lat': 40.38743789999999, 'lng': -3.709664}"
2342,19400,132.0,4,2.0,1,135000,1023,True,False,False,True,False,"{'lat': 40.3754207, 'lng': -3.6958481}"
2343,19399,55.0,3,1.0,2,130000,2364,False,False,False,True,False,"{'lat': 40.3826167, 'lng': -3.6996094}"
2344,19398,68.0,3,1.0,1,115000,1691,False,False,False,True,False,"{'lat': 40.3731005, 'lng': -3.690393899999999}"
2345,19397,154.0,4,2.0,5,225000,1461,False,False,True,True,True,"{'lat': 40.3664836, 'lng': -3.7086976}"
2346,19396,87.0,3,1.0,4,189890,2183,False,False,True,True,False,"{'lat': 40.3854933, 'lng': -3.7089324}"
2347,19395,40.0,1,1.0,5,160000,4000,False,False,False,True,False,"{'lat': 40.3854933, 'lng': -3.7089324}"
2348,19394,60.0,3,1.0,3,145000,2417,False,False,False,True,False,"{'lat': 40.3824081, 'lng': -3.7076404}"
2349,19393,90.0,4,1.0,3,163000,1811,False,False,False,True,False,"{'lat': 40.3850827, 'lng': -3.7172975}"
2350,19392,72.0,3,1.0,3,130000,1806,False,,False,,False,"{'lat': 40.3875453, 'lng': -3.7097628}"
2351,19391,65.0,2,1.0,3,121500,1869,False,False,False,True,False,"{'lat': 40.3803801, 'lng': -3.707894}"
2352,19390,47.0,1,1.0,Bajo,93000,1979,False,False,False,True,False,"{'lat': 40.3684553, 'lng': -3.7057467}"
2353,19389,65.0,2,1.0,2,117000,1800,False,False,False,True,False,"{'lat': 40.3802413, 'lng': -3.7047349}"
2354,19388,110.0,3,2.0,2,167000,1518,False,False,False,True,False,"{'lat': 40.3689776, 'lng': -3.6970918}"
2355,19387,118.0,4,2.0,9,165000,1398,True,False,True,True,False,"{'lat': 40.3728374, 'lng': -3.71273}"
2356,19386,75.0,3,1.0,5,113400,1512,False,False,False,True,False,"{'lat': 40.3805475, 'lng': -3.6989581}"
2357,19385,96.0,4,1.0,2,220000,2292,False,False,True,True,False,"{'lat': 40.3805475, 'lng': -3.6989581}"
2358,19384,74.0,3,1.0,3,125000,1689,False,False,False,True,False,"{'lat': 40.3856615, 'lng': -3.7008987}"
2359,19383,67.0,3,1.0,3,129400,1931,False,False,False,True,False,"{'lat': 40.3796901, 'lng': -3.7136896}"
2360,19382,87.0,3,1.0,2,152000,1747,False,False,False,True,False,"{'lat': 40.3854716, 'lng': -3.7044842}"
2361,19381,110.0,3,1.0,8,165000,1500,False,False,True,True,False,"{'lat': 40.3699149, 'lng': -3.7155928}"
2362,19380,37.0,1,1.0,1,105000,2838,False,False,False,True,False,"{'lat': 40.3854716, 'lng': -3.7044842}"
2363,19379,55.0,2,1.0,1,129000,2345,False,False,True,True,False,"{'lat': 40.390108, 'lng': -3.7110737}"
2364,19378,81.0,3,1.0,Bajo,160000,1975,False,False,True,True,False,"{'lat': 40.383015, 'lng': -3.6987848}"
2365,19377,91.0,3,1.0,1,142000,1560,True,False,False,True,False,"{'lat': 40.38345109999999, 'lng': -3.7035476}"
2366,19376,120.0,3,2.0,7,275000,2292,False,False,True,True,True,"{'lat': 40.366346, 'lng': -3.6909609}"
2367,19375,59.0,3,1.0,2,198000,3356,True,False,True,True,False,"{'lat': 40.3864562, 'lng': -3.6996399}"
2368,19374,132.0,4,2.0,3,330000,2500,False,False,True,True,True,"{'lat': 40.3852044, 'lng': -3.7070996}"
2369,19373,98.0,3,1.0,1,135000,1378,False,False,False,True,False,"{'lat': 40.3754207, 'lng': -3.6958481}"
2370,19372,53.0,2,1.0,4,109900,2074,False,False,False,True,False,"{'lat': 40.38604369999999, 'lng': -3.7142933}"
2371,19371,110.0,3,2.0,3,162000,1473,False,False,False,True,True,"{'lat': 40.3795897, 'lng': -3.7050464}"
2372,19370,98.0,3,1.0,1,232000,2367,False,False,True,True,False,"{'lat': 40.3866125, 'lng': -3.7127426}"
2373,19369,68.0,3,1.0,2,129900,1910,False,False,False,True,False,"{'lat': 40.37337960000001, 'lng': -3.6898794}"
2374,19368,56.0,2,1.0,4,100000,1786,True,False,False,True,False,"{'lat': 40.3854716, 'lng': -3.7044842}"
2375,19367,95.0,2,2.0,3,310000,3263,False,False,True,True,True,"{'lat': 40.3919234, 'lng': -3.7038695}"
2377,19365,102.0,3,2.0,6,360000,3529,False,False,True,True,True,"{'lat': 40.36557519999999, 'lng': -3.6954837}"
2378,19364,152.0,2,2.0,Bajo,260000,1711,False,False,False,False,False,"{'lat': 40.3731005, 'lng': -3.690393899999999}"
2379,19363,72.0,3,1.0,1,128000,1778,False,False,False,True,False,"{'lat': 40.3805475, 'lng': -3.6989581}"
2380,19362,84.0,3,1.0,4,159900,1904,False,False,True,True,True,"{'lat': 40.38345109999999, 'lng': -3.7035476}"
2381,19361,76.0,3,1.0,2,185000,2434,True,False,False,True,False,"{'lat': 40.3727191, 'lng': -3.6923633}"
2382,19360,44.0,1,1.0,1,149000,3386,False,False,True,False,False,"{'lat': 40.3827242, 'lng': -3.697786499999999}"
2383,19359,180.0,3,2.0,Bajo,266000,1478,False,False,,True,True,"{'lat': 40.3731005, 'lng': -3.690393899999999}"
2384,19358,127.0,3,2.0,2,249000,1961,False,False,True,True,True,"{'lat': 40.3771174, 'lng': -3.716901}"
2385,19357,124.0,3,2.0,1,170000,1371,False,False,False,True,False,"{'lat': 40.3795897, 'lng': -3.7050464}"
2386,19356,103.0,3,1.0,2,250000,2427,False,False,False,True,False,"{'lat': 40.3821726, 'lng': -3.713650799999999}"
2387,19355,110.0,4,2.0,1,159000,1445,False,False,True,True,False,"{'lat': 40.3811452, 'lng': -3.7161596}"
2388,19354,115.0,4,2.0,4,180000,1565,False,False,True,True,False,"{'lat': 40.371068, 'lng': -3.696107599999999}"
2389,19353,111.0,3,2.0,1,208000,1874,True,False,False,True,False,"{'lat': 40.3855046, 'lng': -3.7017329}"
2390,19352,111.0,3,2.0,,208000,1874,True,False,,,False,"{'lat': 40.3855046, 'lng': -3.7017329}"
2391,19351,75.0,2,1.0,2,179900,2399,False,True,False,True,False,"{'lat': 40.3808675, 'lng': -3.7086286}"
2392,19350,81.0,3,1.0,2,185000,2284,False,False,False,True,False,"{'lat': 40.3814567, 'lng': -3.7075419}"
2393,19349,226.0,5,3.0,,939000,4155,False,True,True,True,False,"{'lat': 40.3840718, 'lng': -3.6957893}"
2394,19348,167.0,4,3.0,,719000,4305,False,True,True,True,False,"{'lat': 40.3840718, 'lng': -3.6957893}"
2396,19346,59.0,2,1.0,Bajo,129570,2196,False,,,,False,"{'lat': 40.3840767, 'lng': -3.7091363}"
2397,19345,35.0,1,1.0,Bajo,75000,2143,True,False,True,False,False,"{'lat': 40.3837587, 'lng': -3.7047849}"
2398,19344,112.0,3,2.0,6,135000,1205,True,False,True,True,False,"{'lat': 40.3681841, 'lng': -3.7104897}"
2400,19342,73.0,3,1.0,4,162000,2219,False,False,False,True,False,"{'lat': 40.386475, 'lng': -3.7020046}"
2401,19341,93.0,3,1.0,2,135000,1452,True,False,False,True,False,"{'lat': 40.3899346, 'lng': -3.7024827}"
2402,19340,73.0,3,1.0,3,130000,1781,False,,,,False,"{'lat': 40.38743789999999, 'lng': -3.709664}"
2403,19339,120.0,2,2.0,Bajo,185000,1542,False,False,False,True,False,"{'lat': 40.3879965, 'lng': -3.7140015}"
2404,19338,67.0,3,1.0,3,199000,2970,False,False,False,True,False,"{'lat': 40.3883689, 'lng': -3.7028475}"
2405,19337,59.0,2,1.0,3,128000,2169,False,,,,False,"{'lat': 40.3848005, 'lng': -3.7073224}"
2406,19336,109.0,3,2.0,5,180000,1651,False,,True,,False,"{'lat': 40.3754207, 'lng': -3.6958481}"
2407,19335,78.0,2,1.0,4,140000,1795,False,,True,True,False,"{'lat': 40.3691687, 'lng': -3.6919087}"
2408,19334,65.0,3,1.0,3,121500,1869,False,,,,False,"{'lat': 40.3803801, 'lng': -3.707894}"
2411,19331,60.0,3,1.0,3,147000,2450,False,,,,False,"{'lat': 40.3824081, 'lng': -3.7076404}"
2412,19330,85.0,3,1.0,1,152000,1788,False,,,,False,"{'lat': 40.38657250000001, 'lng': -3.702839}"
2413,19329,68.0,2,1.0,3,288000,4235,False,False,True,True,True,"{'lat': 40.3841719, 'lng': -3.695885}"
2414,19328,87.0,3,1.0,4,239000,2747,False,False,True,True,False,"{'lat': 40.3875375, 'lng': -3.703477}"
2415,19327,110.0,3,2.0,2,240000,2182,False,False,True,True,True,"{'lat': 40.3712843, 'lng': -3.6903717}"
2417,19325,90.0,1,1.0,5,134000,1489,False,False,False,True,False,"{'lat': 40.3854933, 'lng': -3.7089324}"
2418,19324,154.0,3,2.0,1,685000,4448,False,True,True,True,True,"{'lat': 40.3840718, 'lng': -3.6957893}"
2419,19323,219.0,4,4.0,1,923000,4215,False,True,True,True,True,"{'lat': 40.3840718, 'lng': -3.6957893}"
